name 	type 	id 	image1 	image2 	color1 	color2 	color3 	color4 	notPet 	unk5 	unk6 	lvl 	hpmax 	spmax 	hpx 	spx 	int 	atk 	def 	agi 	doanhtrai 	exp_bonus 	element 	skill1 	skill2 	skill3 	drop 	drop 	drop 	drop 	drop 	drop 	unk1 	skill4 	reborn 	unk2 	unk3
Hưng Hán Quân	8	17422	1266	1001	444444344	222444111	333550444	444444444	0	6	4	157	1607	593	69	31	12	74	95	27	0	0	1	10006	0	0	27120	27120	26015	40037	0	0	0	0	0	0	0
Tiểu Hiệu Trại	8	17423	1247	1001	544444544	155711154	522444511	444444444	0	15	8	159	1644	591	72	30	13	76	95	28	0	0	3	12009	0	0	26015	26015	27120	37982	0	0	0	0	0	0	0
TrườngKíchThủ	8	17424	1230	1001	444444444	153505142	153844313	444444444	0	5	6	160	1812	586	72	29	11	96	72	34	0	0	4	13009	0	0	26258	26258	27121	42036	0	0	0	0	0	0	0
Ỷ Ðạo Binh	8	17425	1263	1001	444444444	444166155	155660155	444444444	0	5	5	161	1821	596	72	30	12	96	73	35	0	0	2	11005	0	0	27121	27121	26258	36025	0	0	0	0	0	0	0
Man Võ Dã	8	17426	1287	1001	444511333	711711311	555444444	444444444	0	6	2	165	1870	612	74	31	11	99	77	33	0	0	3	12009	0	0	27103	27103	26283	0	0	0	0	0	0	0	0
Cường Ðôn Quân	8	17427	1267	1001	444444555	151161141	141544444	444141444	0	6	1	166	1894	600	76	29	10	95	83	32	0	0	4	13013	0	0	26283	26283	27103	35031	0	0	0	0	0	0	0
Thủy Binh	8	17428	1262	1001	444355444	149246661	146444145	444444444	0	5	1	76	601	295	34	14	5	46	22	27	0	0	2	11005	0	0	26233	26233	26233	0	0	0	0	0	0	0	0
Man Cuồng Ma	8	17429	1314	1001	444444333	760444444	333550444	444444444	0	6	3	164	1869	617	75	32	62	86	47	25	0	0	1	10011	0	0	26284	26284	26258	37980	0	0	0	0	0	0	0
Man Cuồng Ma	8	17430	1248	1001	511444444	147811145	157444145	444444444	0	15	7	166	1865	629	72	33	13	95	78	34	0	0	2	11005	0	0	26258	26258	26284	40038	0	0	0	0	0	0	0
Ðoạt Hạm Binh	8	17431	1262	1001	444624555	319889555	206555315	444444444	0	5	4	168	1897	598	74	28	14	99	83	33	0	0	2	11005	0	0	27121	27121	27090	34031	0	0	0	0	0	0	0
Trưởng PBinh	8	17432	1263	1001	444444444	641161641	161161151	444444444	0	5	2	169	1949	585	80	26	14	97	87	28	0	0	4	13010	0	0	27090	27090	27121	35023	0	0	0	0	0	0	0
Tráng Sĩ Trại 	8	17433	1265	1001	444444333	830840444	730111444	444444444	0	6	2	169	1934	593	78	27	12	100	86	29	0	0	3	12009	0	0	26273	26284	26273	42032	0	0	0	0	0	0	0
Chẩm Ðao Thủ	8	17434	1246	1001	444444444	222444444	322148444	444444444	0	20	1	170	1958	617	80	30	16	98	81	32	0	0	1	10006	0	0	26284	26273	26284	36027	49002	0	0	0	0	0	0
Lương ChâuBinh	8	17435	1263	1001	444444444	551711511	811780611	444444444	0	5	6	92	722	343	39	16	9	47	46	26	0	0	3	12006	0	0	26011	26070	26011	0	0	0	0	0	0	0	0
Tuần Tiêu Binh	8	17436	1262	1001	444444444	551606550	315666515	444444444	0	5	4	92	728	337	40	15	10	45	48	25	0	0	2	11005	0	0	26070	26011	26070	0	0	0	0	0	0	0	0
KKhương Binh	8	17437	1342	1001	444444333	960333660	444444444	444444444	0	6	9	93	733	321	40	12	6	56	41	28	0	0	1	10006	0	0	26011	26070	26011	0	0	0	0	0	0	0	0
Khương Quân Vệ	8	17438	1341	1001	444444333	161151141	444444444	444444444	0	6	8	94	776	323	46	12	6	57	38	25	0	0	4	13009	0	0	26070	26011	26070	0	0	0	0	0	0	0	0
Thương Binh TN	8	17439	1241	1001	333444455	111444444	660222444	444444444	0	1	2	103	899	349	41	13	17	58	48	24	0	0	1	10007	0	0	26013	26095	26013	0	0	0	0	0	0	0	0
Ðịch Dũng Sĩ	8	17440	1175	1001	666611333	511711666	444444611	444444444	0	8	1	104	931	345	45	12	15	65	49	21	0	0	3	12006	0	0	26298	26095	26298	36018	0	0	0	0	0	0	0
Mong Hổ quân	8	17441	1342	1001	661444444	950860411	444444511	444444444	0	6	8	108	958	386	45	17	15	63	48	25	0	0	3	12009	0	0	26013	26013	26095	50003	0	0	0	0	0	0	0
Khương Ðao Thủ	8	17442	1336	1001	444161544	161147037	170777161	444444444	0	2	13	110	984	384	47	16	16	64	53	22	0	0	4	13010	0	0	26298	26298	26095	0	0	0	0	0	0	0	0
Lãng Hữu Binh	8	17443	1018	1001	511444333	640740640	333444400	444444444	0	5	7	105	900	353	39	13	19	61	54	21	0	0	3	12009	0	0	27012	27012	26298	34010	0	0	0	0	0	0	0
Sáo Tham Trại 	8	17444	1054	1001	611444333	148146555	666444136	444444444	0	15	6	106	906	388	39	18	21	60	50	19	0	0	4	13009	0	0	26298	26298	27012	0	0	0	0	0	0	0	0
LChâu Thiết Vĩ	8	17445	1266	1001	444444454	126822135	124511125	444444444	0	6	4	111	1011	392	50	17	11	63	55	22	0	0	2	11005	0	0	27080	27080	32038	46018	0	0	0	0	0	0	0
TruânBiên Quân	8	17446	1195	1001	650444443	660770650	145444145	444444444	0	5	2	111	985	366	46	13	28	61	57	14	0	0	1	10007	0	0	32038	32038	27080	50003	0	0	0	0	0	0	0
Tiêm Kích Binh	8	17447	1142	1001	444444443	333444411	122611444	444444444	0	20	6	116	1011	417	45	19	18	66	58	24	0	0	1	10006	0	0	27080	27080	32038	0	0	0	0	0	0	0	0
PhươngTrân Ðội	8	17448	1267	1001	444444455	877711877	555411666	444444444	0	6	5	117	1038	412	48	18	17	63	63	22	0	0	4	13009	0	0	32038	32038	27080	37969	0	0	0	0	0	0	0
Thảo Nghị Quân	8	17449	1245	1001	444444443	650444135	134651134	444444444	0	20	5	120	1031	439	44	21	33	56	55	29	0	0	2	11005	0	0	32026	32026	27051	0	0	0	0	0	0	0	0
Liệtphong võsĩ	8	17450	1083	1001	640444333	340340157	340146350	444444444	0	2	7	121	1124	435	57	20	18	61	58	23	0	0	4	13006	0	0	27051	27051	32026	0	0	0	0	0	0	0	0
Ðiển Vi Binh	8	17451	1231	1001	444161554	740444444	540940444	444444444	0	5	8	113	1011	423	48	21	14	68	48	25	0	0	3	12006	0	0	26298	26298	26251	0	49001	0	0	0	0	0	0
Thiết bạiBinh 	8	17452	1246	1001	444444334	191444515	314262416	444444444	0	20	2	114	1037	419	51	20	14	66	51	24	0	0	2	11005	0	0	26251	26251	26298	0	0	0	0	0	0	0	0
Nhung Tướng	8	17453	1334	1001	650444444	256970444	145156146	444444444	0	2	12	117	1038	412	48	18	35	60	54	17	0	0	2	11003	0	0	26252	26252	32028	0	0	0	0	0	0	0	0
XíchKhươngBinh	8	17454	1341	1001	660444555	811711511	444444511	444444444	0	6	9	118	1039	434	47	21	16	60	59	30	0	0	3	12002	0	0	32028	32028	26252	34026	0	0	0	0	0	0	0
Tề Vũ Quân	8	17455	1009	1001	444444454	444246511	157444246	444444444	0	5	1	122	1044	430	44	19	39	47	63	32	0	0	2	11005	0	0	26298	26298	26251	36020	0	0	0	0	0	0	0
LãngTrungTrại 	8	17456	1265	1001	444444544	977711444	611611611	444444444	0	6	6	122	1044	444	44	21	32	67	54	25	0	0	3	12009	0	0	26251	26251	26298	0	0	0	0	0	0	0	0
Kích Trận Binh	8	17457	1230	1001	444444555	789157555	579145135	444444444	0	5	6	127	1118	489	50	26	28	67	49	30	0	0	4	13009	0	0	27079	27079	32038	0	0	0	0	0	0	0	0
Luyện ChuyQuân	8	17458	1332	1001	644444555	111333551	550444444	444444444	0	15	7	128	1118	457	49	21	53	64	46	23	0	0	1	10007	0	0	32038	32038	27079	40034	0	0	0	0	0	0	0
Kinh Trì Binh	8	17459	1139	1001	444444333	444340111	340340444	444444444	0	20	4	123	1071	459	47	23	44	51	58	21	0	0	4	13006	0	0	26071	26071	26188	40030	0	0	0	0	0	0	0
Hoảng Ðao Thủ	8	17460	1262	1001	444760444	551771146	660246760	444444444	0	5	1	124	1078	448	47	21	43	52	59	23	0	0	1	10007	0	0	26188	26188	26071	0	0	0	0	0	0	0	0
Tuần Sơn Binh	8	17461	1130	1001	161444444	151161222	252333252	444444444	0	5	10	125	1111	457	51	22	33	52	69	22	0	0	4	13010	0	0	27012	27012	26298	38010	0	0	0	0	0	0	0
Kì SơnTrú Quân	8	17462	1263	1001	444444445	259268555	177688266	444444444	0	5	5	126	1098	466	48	23	37	64	53	25	0	0	2	11005	0	0	26298	26298	27012	0	0	0	0	0	0	0	0
Ðội Hắc Long 	8	17463	1337	1001	111444555	111444111	144246444	444444444	0	0	0	130	1198	482	59	24	19	73	64	26	0	0	1	10006	0	0	27013	26299	27013	33031	0	0	0	0	0	0	0
TrườngÐịnhQuân	8	17464	1248	1001	111444444	111444511	511444444	444444444	0	15	8	131	1151	484	51	24	32	66	60	27	0	0	3	12009	0	0	26299	27013	26299	0	0	0	0	0	0	0	0
Ðội Thiết Vĩ	8	17465	1244	1001	444444555	444250760	340240240	444444444	0	20	1	134	1185	512	53	27	25	65	75	22	0	0	4	13009	0	0	26299	26299	26254	37973	0	0	0	0	0	0	0
UngLương Binh 	8	17466	1264	1001	444660333	550550550	660222444	444444444	0	5	3	135	1198	460	54	19	46	63	62	24	0	0	1	10007	0	0	26254	26254	26299	0	49001	0	0	0	0	0	0
Quân TiềnPhong	8	17467	1018	1001	880444455	551606314	305444414	444444444	0	5	4	137	1217	409	55	25	33	79	59	22	0	0	2	11005	0	0	26072	26253	26253	0	0	0	0	0	0	0	0
Binh Hổ Thân	8	17468	1140	1001	533444434	444444777	566533666	444444444	0	20	2	137	1205	395	53	23	53	72	49	23	0	0	4	13010	0	0	26253	26072	26072	37971	0	0	0	0	0	0	0
Binh bân lang 	8	17469	1266	1001	444444455	147711248	622511511	444444444	0	6	5	139	1225	475	54	20	57	71	51	22	0	0	3	12006	0	0	26255	26255	26300	34035	0	0	0	0	0	0	0
Trưởng binh 	8	17470	1247	1001	660444444	249146222	333444444	444444444	0	15	3	140	1420	484	61	21	25	78	69	25	0	0	1	10006	0	0	26300	26300	26255	0	50004	0	0	0	0	0	0
Sơn Ðấu Sĩ	8	17471	1141	1001	660444444	444530515	414540515	444444444	0	20	5	142	1428	544	60	29	25	73	66	28	0	0	2	11005	0	0	27015	27015	27053	37986	0	0	0	0	0	0	0
Nhô Tiến Quân	8	17472	1077	1001	611444334	550861444	960240240	444444444	0	8	8	143	1443	540	61	28	30	78	64	24	0	0	1	10006	0	0	27053	27053	27015	0	0	0	0	0	0	0	0
Quân Dẫn Hỏa	8	17473	1139	1001	444444444	444444740	740640444	444444444	0	20	3	145	1438	503	58	22	62	72	48	22	0	0	3	12007	0	0	27120	26108	26108	41035	0	0	0	0	0	0	0
Tiệt Kích Quân	8	17474	1267	1001	444444555	350770350	340660444	444450444	0	6	2	146	1448	498	58	21	48	72	67	25	0	0	4	13010	0	0	26108	27120	27120	36031	49001	0	0	0	0	0	0
KhươngTrảm Ðao	8	17475	1342	1001	511444333	246246056	444444444	444444444	0	6	9	141	1421	514	60	25	26	68	78	22	0	0	2	11005	0	0	26255	32040	26255	0	50004	0	0	0	0	0	0
QuỷKhươngTướng	8	17476	1335	1001	555444333	411511257	611355511	444444444	0	2	13	142	1463	510	65	24	32	80	57	23	0	0	3	12009	0	0	32040	26255	32040	36021	0	0	0	0	0	0	0
MaoKhương Binh	8	17477	1341	1001	664444333	970363660	444444650	444444444	0	6	8	146	1466	568	61	31	25	83	69	22	0	0	1	10006	0	0	32040	32040	26015	37987	0	0	0	0	0	0	0
PhiKhươngTướng	8	17478	1334	1001	360444333	345350460	350355340	444444444	0	2	12	147	1474	528	61	25	31	86	67	22	0	0	4	13009	0	0	26015	26015	32040	42035	0	0	0	0	0	0	0
Biên Quan Quân	8	17479	1231	1001	444633444	741444444	511622444	444444444	0	5	9	167	1838	617	67	31	46	87	86	25	0	0	3	12006	0	0	27091	27091	27121	33038	0	0	0	0	0	0	0
LChâu Du Binh	8	17480	1139	1001	444444443	444444533	224822444	444444444	0	20	4	168	1839	590	66	27	27	90	92	31	0	0	1	10006	0	0	27121	27121	27091	36028	0	0	0	0	0	0	0
HoangMạc doanh	8	17481	1077	1001	622444455	531777444	830555640	444444444	0	8	4	173	1897	645	68	33	33	90	88	31	0	0	3	12009	0	0	26306	26306	26301	40042	0	0	0	0	0	0	0
Chinh kỳ binh	8	17482	1378	1001	640444455	252444740	315640414	444444444	0	20	1	174	1906	619	68	29	35	92	90	32	0	0	2	11005	0	0	26301	26301	26306	41039	49002	0	0	0	0	0	0
Ðội Ðôn Hoàng	8	17483	1342	1001	522444333	977722578	444444555	444444444	0	6	9	170	1864	609	67	29	31	90	89	33	0	0	4	13010	0	0	27103	27103	27121	37740	0	0	0	0	0	0	0
Tuất Biên Uy	8	17484	1336	1001	444644333	245722347	433777611	444444444	0	2	13	170	1864	617	67	30	29	91	90	32	0	0	3	12009	0	0	27103	27103	27090	37997	49002	0	0	0	0	0	0
Giác Ðấu Binh	8	17485	1262	1001	444111555	111990233	134651444	444444444	0	5	3	173	1904	638	69	32	30	91	92	30	0	0	1	10006	0	0	26307	26307	26301	33039	0	0	0	0	0	0	0
Phiếu Ðô Uy	8	17486	1244	1001	444444333	444444666	665148666	444444444	0	20	3	174	1913	626	69	30	32	91	93	31	0	0	4	13009	0	0	26301	26301	26307	40041	0	0	0	0	0	0	0
Binh Ích Châu	8	17487	1018	1001	664444444	149350245	350444350	444444444	0	5	1	100	898	386	44	20	18	48	43	23	0	0	2	11005	0	0	26303	26303	26238	0	0	0	0	0	0	0	0
Thành Ðô Vĩ	8	17488	1331	1001	533444444	151640511	620444262	444444444	0	15	3	103	944	387	48	19	17	51	44	24	0	0	3	12006	0	0	26238	26238	26303	0	0	0	0	0	0	0	0
Hán Trung Binh	8	17489	1262	1001	444161444	551161151	550660550	444444444	0	5	6	101	886	395	41	21	17	48	53	20	0	0	1	10006	0	0	26251	26251	26298	0	0	0	0	0	0	0	0
Nam Trịnh Binh	8	17490	1378	1001	171444555	444444246	145141246	444444444	0	20	6	102	912	404	44	22	18	50	47	21	0	0	2	11005	0	0	26298	26298	26251	0	0	0	0	0	0	0	0
Thục Binh	8	17491	1263	1001	444444444	240340411	450522240	444444444	0	5	2	100	886	386	42	20	22	46	44	23	0	0	4	13009	0	0	26303	26303	27072	0	0	0	0	0	0	0	0
ThKhương Binh	8	17492	1342	1001	350444333	340444350	444444444	444444444	0	6	9	102	956	410	51	23	12	51	43	22	0	0	4	13010	0	0	27072	27072	26303	0	0	0	0	0	0	0	0
Tam Hạp Quân	8	17493	1130	1001	161444555	111191222	444353161	444444444	0	5	4	120	1091	459	53	24	21	50	65	24	0	0	1	10006	0	0	32026	32026	26308	37972	0	0	0	0	0	0	0
TâyThục ThủySư	8	17494	1330	1001	444433555	444444666	245246444	444444444	0	5	1	121	1091	461	52	24	22	53	63	23	0	0	2	11005	0	0	26308	26308	32026	34025	0	0	0	0	0	0	0
Phan Sơn Binh	8	17495	1265	1001	444444554	667741444	730640630	444444444	0	6	3	122	1051	464	45	24	23	66	60	25	0	0	3	12006	0	0	26303	26303	26238	41028	0	0	0	0	0	0	0
Thục Ðao Binh 	8	17496	1195	1001	240444555	361640640	250444240	444444444	0	5	10	123	1071	453	47	22	40	54	50	31	0	0	4	13010	0	0	26238	26238	26303	0	0	0	0	0	0	0	0
Kh Tinh Binh 	8	17497	1341	1001	146444555	246171256	444444262	444444444	0	6	8	125	1078	513	46	30	25	68	55	24	0	0	2	11005	0	0	26252	26252	26298	42010	0	0	0	0	0	0	0
Mãn Tướng	8	17498	1335	1001	556444555	650257860	760456660	444444444	0	2	13	126	1131	439	53	19	27	74	49	28	0	0	1	10006	0	0	26298	26298	26252	29276	49001	0	0	0	0	0	0
Thiết Xoa Quân	8	17499	1230	1001	444640555	350740340	350740444	444444444	0	5	7	129	1124	487	49	25	33	67	54	28	0	0	4	13010	0	0	26304	32027	32027	0	0	0	0	0	0	0	0
Tr Chinh Quân	8	17500	1331	1001	644444333	151141551	660444141	444444444	0	15	6	130	1171	442	55	18	23	77	61	23	0	0	1	10006	0	0	32027	26304	26304	41029	0	0	0	0	0	0	0
Nghiêm Hán CSĩ	8	17501	1378	1001	611444555	444444611	522540444	444444444	0	20	6	127	1131	468	52	23	25	66	51	33	0	0	3	12009	0	0	26106	26071	26071	37989	0	0	0	0	0	0	0
Viên Trấn Binh	8	17502	1267	1001	444444555	246661246	650444444	444551444	0	6	1	128	1132	477	51	24	22	60	75	23	0	0	1	10006	0	0	26071	26106	26106	46018	0	0	0	0	0	0	0
ÐôngChâu Binh 	8	17503	1245	1001	444444544	650444660	511551511	444444444	0	20	1	125	1138	430	55	18	46	57	52	21	0	0	3	12006	0	0	26308	26308	26298	33028	0	0	0	0	0	0	0
Tam phụ quân	8	17504	1231	1001	444660444	660444444	466450350	444444444	0	5	4	126	1138	453	54	21	26	58	67	24	0	0	4	13009	0	0	26298	26298	26308	0	0	0	0	0	0	0	0
Trại Vũ Ðô	8	17505	1139	1001	444444445	444444148	332147444	444444444	0	20	2	131	1212	471	60	22	20	57	81	21	0	0	1	10006	0	0	26304	26304	26309	40033	0	0	0	0	0	0	0
TrưởngLangQuân	8	17506	1377	1001	664444444	444151304	414151414	444444444	0	20	5	131	1144	498	50	26	28	68	57	31	0	0	2	11005	0	0	26309	26309	26304	0	0	0	0	0	0	0	0
ThủQuan Sĩ Tốt	8	17507	1263	1001	444444444	511444333	333511444	444444444	0	5	2	133	1192	503	55	26	20	76	62	23	0	0	1	10006	0	0	26309	26309	32027	0	0	0	0	0	0	0	0
TrưởngTúc Quân	8	17508	1244	1001	444444555	511444460	733460511	444444444	0	20	3	135	1191	500	53	25	36	74	54	25	0	0	3	12009	0	0	32027	32027	26309	36023	0	0	0	0	0	0	0
Thư Kích Thủ	8	17509	1264	1001	444540333	249444246	168922640	444444444	0	5	9	138	1198	549	51	31	21	83	54	32	0	0	2	11005	0	0	26310	26310	26300	0	0	0	0	0	0	0	0
Lạc Thành Quân	8	17510	1266	1001	444444555	350350450	340640640	444444444	0	6	2	140	1413	512	60	25	30	76	62	26	0	0	4	13009	0	0	26300	26300	26310	42027	0	0	0	0	0	0	0
LongTương Binh	8	17511	1009	1001	444444454	111771650	760444444	444444444	0	5	1	139	1225	468	54	19	63	48	73	18	0	0	1	10007	0	0	27053	27053	27053	0	0	0	0	0	0	0	0
Ưng Dương Quân	8	17512	1332	1001	664444555	622267256	411444511	444444444	0	15	2	140	1413	478	60	20	43	74	60	22	0	0	3	12006	0	0	27015	27015	27015	35021	0	0	0	0	0	0	0
Tử Binh Binh	8	17513	1262	1001	444444444	540137146	136740444	444444444	0	5	7	144	1444	514	60	24	48	77	57	20	0	0	2	11003	0	0	27120	27120	26305	0	0	0	0	0	0	0	0
Hãn Ðấu Sĩ	8	17514	1246	1001	444444444	269444360	340240340	444444444	0	20	4	145	1410	558	54	30	33	74	68	26	0	0	4	13013	0	0	26305	26305	27120	0	50004	0	0	0	0	0	0
Binh Bá Quận	8	17515	1231	1001	444257444	688444444	667366467	444444444	0	5	6	148	1475	468	60	16	44	76	69	27	0	0	2	11005	0	0	26271	26271	27135	35026	0	0	0	0	0	0	0
Sí Viêm Quân	8	17516	1265	1001	444444555	860711444	722660611	444444444	0	6	6	149	1468	505	58	21	45	68	82	23	0	0	3	12006	0	0	27135	27135	26271	0	49001	0	0	0	0	0	0
Trưởng Phủ Ðội	8	17517	1230	1001	444357555	340457340	340456456	444444444	0	5	8	153	1555	535	66	24	45	78	66	24	0	0	4	13009	0	0	26310	26310	27135	34030	0	0	0	0	0	0	0
Phó Tướng	8	17518	1248	1001	250444444	444460350	761444760	444444444	0	15	5	154	1556	530	65	23	27	92	71	27	0	0	1	10006	0	0	27135	27135	26310	0	50005	0	0	0	0	0	0
Cấm Quân	8	17519	1378	1001	640444555	444444350	340640340	444444444	0	20	2	149	1503	484	63	18	24	88	62	22	0	0	4	13010	0	0	26256	26256	26241	41031	0	0	0	0	0	0	0
Ðội Vệ Cung	8	17520	1377	1001	511444444	444151650	650550760	444444444	0	20	1	150	1490	507	60	21	25	84	84	24	0	0	1	10006	0	0	26241	26241	26256	33040	0	0	0	0	0	0	0
Cường Tẩu Binh	8	17521	1342	1001	661444555	222970134	444444444	444444444	0	6	4	151	1491	523	59	23	22	79	89	24	0	0	1	10006	0	0	27120	27120	26310	42028	0	0	0	0	0	0	0
TrậnLiệt Tướng	8	17522	1331	1001	444444445	151135242	256444246	444444444	0	15	7	152	1540	511	65	21	33	82	77	25	0	0	2	11005	0	0	26310	26310	27120	0	49001	0	0	0	0	0	0
Thục Tráng Sĩ	8	17523	1337	1001	340444555	250444340	250222444	444444444	0	0	0	152	1590	540	72	25	36	97	57	16	0	0	4	13010	0	0	26255	26255	26242	36024	0	0	0	0	0	0	0
QuânTinh Trung	8	17524	1142	1001	444444555	444444444	433733622	444444444	0	20	6	153	1562	528	67	23	30	89	72	21	0	0	3	12006	0	0	26242	26242	26255	0	50005	0	0	0	0	0	0
Quân Hộ Quốc	8	17525	1083	1001	460444555	650550460	650461460	444444444	0	2	1	157	1586	551	66	25	22	88	84	25	0	0	1	10006	0	0	26108	26108	26242	37993	0	0	0	0	0	0	0
Triệu Vũ Trại	8	17526	1140	1001	470444333	444444460	156156460	444444444	0	20	6	158	1594	553	66	25	21	86	90	27	0	0	2	11005	0	0	26242	26242	26108	33037	49002	0	0	0	0	0	0
HoànThươngTrại	8	17527	1265	1001	444444555	960444444	650222444	444444444	0	6	2	154	1612	488	73	17	61	85	48	21	0	0	1	10007	0	0	26271	26300	26300	0	0	0	0	0	0	0	0
Nguyên Ðao Thủ	8	17528	1245	1001	444444555	111444155	155111155	444444444	0	20	5	155	1585	525	68	22	32	87	78	22	0	0	2	11005	0	0	26300	26271	26271	37988	0	0	0	0	0	0	0
Long Vũ Binh	8	17529	1230	1001	444444444	640444640	630232444	444444444	0	5	9	159	1595	584	65	29	28	87	83	24	0	0	3	12009	0	0	26171	26171	26257	50001	0	0	0	0	0	0	0
Hưng Quốc Quân	8	17530	1141	1001	660444545	444641425	314640525	444444444	0	20	3	160	1777	558	67	25	28	87	81	28	0	0	2	11005	0	0	26257	26257	26171	40043	0	0	0	0	0	0	0
Thành Vũ Sĩ	8	17531	1332	1001	622444455	250250454	340444350	444444444	0	15	3	156	1586	549	67	25	37	88	69	23	0	0	4	13009	0	0	26305	26305	32028	40035	0	0	0	0	0	0	0
Trọng My Binh	8	17532	1267	1001	444444344	822722151	633411141	444644444	0	6	6	158	1587	539	65	23	30	91	85	21	0	0	3	12006	0	0	32028	32028	26305	0	0	0	0	0	0	0	0
Cử Thành Trại	8	17533	1130	1001	511444555	350700340	340340600	444444444	0	5	6	159	1573	458	62	27	31	88	83	25	0	0	4	13010	0	0	26311	32041	32041	37974	0	0	0	0	0	0	0
Thượng Tướng	8	17534	1331	1001	622444554	644245155	511444511	444444444	0	15	1	160	1741	474	62	29	33	86	83	33	0	0	3	12006	0	0	32041	26311	26311	42030	0	0	0	0	0	0	0
LãnTrung ÐBinh	8	17535	1009	1001	444444333	350350347	350444240	444444444	0	5	1	162	1801	577	68	27	28	85	85	29	0	0	4	13009	0	0	32041	32041	26311	0	0	0	0	0	0	0	0
LãnTrung XBinh	8	17536	1263	1001	444444333	404424350	504426424	444444444	0	5	7	163	1796	608	66	31	31	81	84	29	0	0	2	11005	0	0	26311	26311	32041	40036	0	0	0	0	0	0	0
Hạp Ðao Binh	8	17537	1378	1001	169444555	444444357	340340340	444444444	0	20	4	161	1778	610	66	32	30	81	83	28	0	0	4	13013	0	0	26306	26306	26301	36026	0	0	0	0	0	0	0
Phàn Sơn Thủ	8	17538	1140	1001	881444455	444444950	622540611	444444444	0	20	1	162	1787	612	66	32	26	83	84	31	0	0	3	12009	0	0	26301	26301	26306	40044	0	0	0	0	0	0	0
Hãn Khương Vĩ	8	17539	1341	1001	666444333	340351350	444444666	444444444	0	6	9	165	1835	591	69	28	31	89	79	31	0	0	4	13010	0	0	26258	26258	26285	0	0	0	0	0	0	0	0
TướngSơnKhương	8	17540	1336	1001	444315555	613169369	139661414	444444444	0	2	12	167	1845	631	68	33	31	87	82	32	0	0	2	11005	0	0	26285	26285	26258	37994	0	0	0	0	0	0	0
KhươngCốc Binh	8	17541	1342	1001	161444333	960373760	444444151	444444444	0	6	8	160	1762	572	65	27	29	83	81	30	0	0	1	10006	0	0	26306	26306	26301	42037	0	0	0	0	0	0	0
SKhương Tướng	8	17542	1334	1001	551444444	960733611	511970611	444444444	0	2	13	161	1778	603	66	31	30	83	79	31	0	0	3	12006	0	0	26301	26301	26306	41032	0	0	0	0	0	0	0
Ðoàn BiênPhòng	8	17543	1244	1001	444444555	444444566	630640640	444444444	0	20	3	164	1804	603	66	30	31	84	87	29	0	0	3	12009	0	0	26273	26273	27121	0	0	0	0	0	0	0	0
Người Sơn Vũ	8	17544	1247	1001	744444444	661444550	333444444	444444444	0	15	2	165	1806	598	65	29	30	87	87	29	0	0	1	10006	0	0	27121	27121	26273	42033	0	0	0	0	0	0	0
Hào Dũng Sĩ	8	17545	1262	1001	444623444	240470340	240350444	444444444	0	5	5	168	1839	612	66	30	31	88	86	32	0	0	4	13009	0	0	27091	27091	27121	34037	0	0	0	0	0	0	0
Truân Sở Vệ	8	17546	1246	1001	444444333	770894444	321654444	444444444	0	20	6	170	1864	631	67	32	30	89	90	31	0	0	1	10006	0	0	27121	27121	27091	37976	0	0	0	0	0	0	0
Hiểm Ðao Binh	8	17547	1195	1001	530444555	632246641	345444246	444444444	0	5	10	171	1880	626	68	31	31	87	90	32	0	0	3	12009	0	0	26274	26274	32041	36030	0	0	0	0	0	0	0
TiểuthànhBinh 	8	17548	1231	1001	444155444	661444444	155860155	444444444	0	5	8	172	1903	621	70	30	32	89	86	33	0	0	1	10006	0	0	32041	32041	26274	41036	0	0	0	0	0	0	0
Gấu Hổ Sĩ	8	17549	1337	1001	156444455	149247555	245455246	444444444	0	0	0	171	1901	619	71	30	33	88	87	30	0	0	2	11005	0	0	26257	26257	27121	37998	0	0	0	0	0	0	0
Ðội Huyến Giáp	8	17550	1377	1001	660444444	444456350	340450240	444444444	0	20	3	172	1881	636	67	32	35	91	88	27	0	0	4	13009	0	0	27121	27121	26257	37978	0	0	0	0	0	0	0
Thủ Trại Binh	8	17551	1140	1001	111444544	444444444	741222444	444444444	0	20	1	175	1907	657	67	34	33	89	88	35	0	0	3	12006	0	0	26307	26307	26285	46018	0	0	0	0	0	0	0
Trường Ải Khẩu	8	17552	1054	1001	770444444	316525654	315444525	444444444	0	15	8	176	1923	645	68	32	31	93	92	34	0	0	2	11005	0	0	26285	26285	26307	41037	0	0	0	0	0	0	0
Củ Trấn Quân	8	17553	1378	1001	640444466	860444630	540640660	444444444	0	20	2	175	1929	657	70	34	33	86	88	35	0	0	1	10006	0	0	27092	27092	27122	34032	0	0	0	0	0	0	0
Chương Vũ Trại	8	17554	1265	1001	444444555	340450444	340660444	444444444	0	6	1	176	1938	645	70	32	33	90	91	34	0	0	4	13010	0	0	27122	27122	27092	42034	49002	0	0	0	0	0	0
Du Kích Quân	8	17555	1263	1001	444444333	554722522	970661760	444444444	0	5	4	177	1961	662	72	34	32	90	88	34	0	0	1	10006	0	0	26286	26286	26274	40039	0	0	0	0	0	0	0
Xung Kích Quân	8	17556	1267	1001	444444554	716513702	413551413	444444444	0	6	6	178	1955	650	70	32	33	93	91	34	0	0	2	11005	0	0	26274	26274	26286	34036	0	0	0	0	0	0	0
