id 	dialog 
36633	Ồ..thôi được!
36634	Sao anh đểnh đoản thế! Hộp bánh quan trọng nhất mà anh cũng quên được à?
36635	Mau đi đi! Chúng ta sẽ gặp nhau tại hoàng cung ở Hứa Xương!
36636	Ủa? Hộp bánh đâu rồi.. Mau tìm xem!
36637	Ðứng lại! Hai ngươi là ai? Sao dám tự tiện vào hoàng cung?
36638	Ðại nhân, tôi là sứ giả của Budugen đại nhân, đến dâng lên cống phẩm!
36639	Thì ra là vậy, Ngụy Công hiện đang ở hoa viên, mời các ông qua đó!
36640	Ða tạ đại nhân!
36641	Ủa? Bánh lại biến mất nữa rồi à... mau đi tìm xem.. ủa? Thì ra là ở dưới chân.. Làm mình hết hồn!
36642	Thành Luật có lẽđang ở hoa viên chờ ta, ta phải mau qua đó!
36643	Tham kiến Ngụy công! Tôi là sứ giả của đại nhân Budugen tộc Ðông Tiên Ti! Xin dâng cống phẩm lên cho Ngụy Công!
36644	Ha ha ha! Quả là có lòng! Ðưa công 1 phẩm lên cho ta xem!
36645	(Nói khẽ) ê..ê..kêu ông đó! Còn ngây người ra nữa!
36646	À.. ờ.. Tuân lệnh! Xin xem qua !
36647	Ðây là bánh mà đại nhân Budugen cho người làm rất đặc biệt, mời Ngụy Công thưởng thức!
36648	Um... tốt!!
36649	Mùi vị quả nhiên không giống các loại bình thường! Thật là ngon! Ðây là bánh gì?
36650	Ðây là bánh mới làm riêng cho Ngụy Công, đang chờ Ngụy Công ban tên cho!
36651	Ha ha ha! Ðược vậy ta sẽ ghi tên bánh lên hộp!
36652	(Lẩm bẩm) ồ! Tào Tháo viết... tên gì vậy? Nhất Hộp Tô!?
36653	Tấm lòng của đại nhân Budugan tôi đã rõ! Ông có thể về!
36654	Tuân lệnh! Tôi sẽ về ngay Ðông Tiên Ti phúc mệnh!
36655	Bẩm Ngụy Công, Tào Phi cùng các đại thần xin gặp!
36656	Biết rồi! Ngươi giữ hộ ta hộp bánh này! Ðể sau khi ta xử lí công việc xong sẽ thưởng thức từ từ!
36657	Ngươi giữ hộ ta hộp bánh này! Ðể sau khi ta xử lí công việc xong sẽ thưởng thức từ từ!
36658	Uả? Nhất Hộp Tô náy đến từ đầu mà có?
36659	Ðây là công 1 phẩm của Ðông Tiên Ti mới dâng lên, Nhất Hộpp Tô là tên mà Ngụy Công đặt cho!
36660	Ha ha ha! Thú vị.. Thú vị...
36661	Dương Tu Ðại Nhân, có chuyện gì thú vị
36662	Hộp bánh này ta có thể chia ra ăn!
36663	Ðây là đồ của cha, chúng ta không nên tự tiện lấy dùng!
36664	Ðúng vậy! Nếu Ngụy Công giáng tội xuống, chúng tôi không gánh nổi đâu!
36665	Ðúng vậy! Nếu tam công tử ăn rồi thì cũng tạm được! Tôi là người ngoài không dám ăn bánh của Ngụy Công...
36666	Cứ ăn, tôi đảm bảo Ngụy Công không trách tội đâu...
36667	Các ngài khoan đã! Tôi phụng mệnh canh giữ hộp bánh này nếu  các vị ăn rồi, tôi biết ăn nói lám sao đây!
36668	Thiếu hiệp yên tâm, không sao đầu!
36669	Nếu như vậy, tôi cũng nếm thử xem... quả là rất ngon!
36670	Bánh này thật ngon! Ngon... ngon tuyệt...
36671	(Giận) to gan! Tại sao chưa được sự cho phép của ta mà dám ăn hết bánh!
36672	Ngụy Công xin bớt giận, thuộc hạ chỉ làm theo lời dặn của NgụyCông mà thôi!
36673	(Giận)  ta...ta kêu các ngươi ăn hồi nào??
36674	Ngụy Công tự tay đề là Nhất Hợp Tô, 2 chữ Nhất Hợp, chính là mỗi người 1 miếng!
36675	Ngụy Công lệnh cho thuộc hạ mổi người ăn 1 miếng, thuộc hạ làm sao dám cãi lời ạ??
36676	(Nghĩ thầm) tên Dương Tu này!!
36677	Ha ha ha ! Lời Dương Tu Rât hợp ý ta... ta đặt tên cho bánh này là nhất hợp tô... chính là có ý như vậy...
36678	Thế nào? Tôi đã nói Ngụy Công sẽ không trách mọi người mà! Ha ha ha!
36679	Trước mặt cha nói như vậy, chỉ sợ trong lòng thì không vui... Dương Tu đại nhân....
36680	Xin đừng lo lắng! Ðúng rồi , Ngụy Công có lệnh, sứ thấn nước ngoài đều được ban thưởng! Thiệu hiệp vất vả quá!
36681	Thiên hạ đại loạn mới là lúc anh hùng ra đời,ta muốn đi đầu quân cho Tào Tháo để phát triển bản thân
36682	Sau khi Lưu Hoàng Thúc vào Ích Châu,yêu dân nhân,lại mở mang ruộng đất,vào mở chính sách giáo dục,thật đúng là minh chủ
36683	Trong thành y Ngộ Lu có rất nhiều nông dân đến từ trung nguyên,muốn ra hoa màu xanh tươi nơi hoang mạc thật không dễ dàng
36684	Trong thành Y Ngộ Lu tuy có nhiều người hán,nhưng ở đây suy cho cùng không phải là nhà mình
36685	Hoa màu nhanh bội thu,ta phải nỗ lực nhiều hơn
36686	Nếu như không có Yên Thị Lục Châu,ta thật không biết nên đi đâu
36687	Thiện Thiện trước đây là Lầu Lan,nghe nói đã cho ra đời bào Lầu Lan mê người,nhưng mà..không có ai tận mắt thấy được
36688	Thành Quân Sư nông sản phong phú,là nơi xung đột chủ yếu của người Hán và Bắc Hung Nô,Tây Cương,là nơi xảy ra chiến tranh
36689	Kế bên thành Quân sư có một người Cao Xương bỏ haong,nghe nói....hihi! không thể nói......không thể nói
36690	Phía bắc thành Sa Lạt có thể thấy đại Uyển,phía nam thấy Thiên Trúc,thật là nơi đẹp
36691	Vào cung chú ý lời nói và hành động của mình
36692	Nghe nói bên người hán có rất nhiều bảo bối quý giá,thật muốn đến trung nguyên xem thử
36693	Vu Chân sản xuất ngọc đẹp,chỗ này trong sa mạc,xem ra là thành thị giàu có rồi
36694	Nếu không có Sa Xa Lục Châu,ta thật không biết nên đi đâu
36695	Trong thành quy Tư có rất nhiều người hán,nhưng rốt cuộc không phải là nhà mình
36696	Qua nữa là thành y Ngộ Lu
36697	Trong thành Y Ngộ Lu người hán ở rất nhiều
36698	Ðừng làm ồn! bây giờ đến ta canh gác đây
36699	Trong Tây vực có mấy thành phố khá lớn: Vu Chân,Xa Sư,sa Lạt,Y Ngộ Lu,Quy Tư,Yên Thị,Sa Xa.....
36700	Trong đó Vu Chân ở đường nam tây vực,sản xuất ngọc đẹp,vì thế nước này rất mạnh
36701	Và XA Sư lại ở phía bắc tây vực,ở vào vị trí xung đột của người hán với Bắc Hung Nô và Tây Cương,vị thế quân sự rất quan trọng
36702	Sa Lạt là thành phố lớn ở cuối phía tây Tây vực,phía bắc thấy đại Uyển,phía nam thấy Thiên Trúc,là đường chủ yếu khách kinh tế qua lại
36703	Y Ngộ Lu là thành phố do người Hán tạo thành,ở bên này có thể thấy được phong tục đặc biệt của người hán trong thành phố này
36704	Anh ấy thật thông minh
36705	Người thuyết minh thật cừ
36706	Ta cũng phải giống như người thuyết minh
36707	Không xong rồi
36708	Tướng quân Hàn Ðương,xảy ra chuyện gì mà ngài lo lắng thế?
36709	Ðại đô đốc Châu Du tấn công Hàn Châu,nhưng lại rơi vào kế của GCLượng,toàn quân đại bại,GCLượng nhân có hội này,phái người đến tấn công trước
36710	Việc này ta cũng biết,đại đô đốc phái quân đến thông báo trước,bảo chúng ta nên đợi,nhưng quân ta không đủ,cũng không biết làm thế nào?
36711	ỷ? thiếu hiệp sao lại ở đây? A.....đây là trời giúp ta rồi
36712	Những chuyện chính nghĩa trong nhân gian mà thiếu hiệp nghe là quân đoàn Thục,ta cũng đã từng nghe qua
36713	Không biết thiếu hiệp có ý muốn giúp,giúp đông Ngô qua khỏi nạn lần này
36714	Lục Tôn đại nhân đã mở lời,tại hạ nhất định sẽ dốc toàn sức mình
36715	Lập tức đến hồ Võ Xương tấn công Tô Phi,tiếp tục đến động nước Võ Xương tấn công Bổ Quang,sau cùng tấn công Quan Bình
36716	Ðộng nước Võ Xương đại hình quanh co,xin thiếu hiệp cẩn thận mai phục,đi đi
36717	Mời thiếu hiệp lập tức đi về hồ Võ Xương đánh bại Tô Phi,đến động nước Võ Xương đánh bại Bổ Quang,sau cùng đến tấn công Quan Bình
36718	Ta vẫn là đại tướng của Lưu Hoàng Thúc,Tô Phi cũng như thế
36719	Ngươi là ai? Sao lại dám đến phái Ðông Ngô này?
36720	Ô.....sao ta lại dễ dàng bị ngươi phát hiện chứ
36721	Tiếp chiêu đi! Ta sẽ cho ngươi thấy sức mạnh của Tô Phi này
36722	Ðáng chết,tuy ta thắng ngươi,nhưng không thể hiện ngươi có thể đánh tahng81 Bổ Quang đại nhân,hứ chúng ta đi
36723	Ngươi lại dám xông vào đây,cứ như thế mặt mũi ta còn đâu?
36724	Chỉ nhờ vào Thẩm Ðơn của Phương Sở Bá,đến đấy! hãy đầu hàng đi
36725	Haha,ngươi cút đi
36726	ỷ......ta lại không thể ngăn ngươi lại,người trẻ tuổi,ta sẽ nhớ ngươi
36727	Nghe nói có một người trẻ tuổi rất giỏi,liên tục phá nhiều trận của ta,ta đoán đó chính là ngươi
36728	Ðừng đem ta so với loại Tô Phi đó,ra chiêu đi
36729	Có chút bản lĩnh,có gan thì tiếp tục lên,tướng quân Quan Bình đang đợi thu phục ngươi
36730	Nếu như không thể ngăn ngươi ở bên này,sao có thể giao phó với quân sư Gia Cát Lượng đây?
36731	Ðúng thế,dốc toàn lực đi
36732	Túi thịt của ngươi,không cần để ta thấy nữa
36733	Thằng kia,không ngờ trên đời lại có cao thủ như thế
36734	Ta phụng lệnh của Gia Cát quân sư đến nơi này,nhưng đại tướng tiên phong Tô Phi và Bổ Quang lại mất liên lạc,e rằng đó là trò do ngươi bày ra?
36735	Ðừng nói nhiều,cứ xuất binh khí ra nào?
36736	Thật bản lĩnh,xem đây
36737	Thằng kia,không ngờ trên đời lại có cao thủ như thế?
36738	Ðợi ta về hỏi Gia Cát quân sư,tính toán tiếp,ngươi hãy chờ
36739	Chúc mừng thiếu hiệp đại phá quân địch,chủ ta Tôn Quyền đặc biệt bảo ta đem lễ vật để thưởng cho ngài
36740	Xin thiếu hiệp nhận tấm lòng của chủ Tôn Quyền ta
36741	Tướng quân quá khách sáo rồi
36742	( nghĩ ngợi) uhm,nhất định phải như thế mới được chứ.....
36743	(nghĩ ngợi) bên này liên kết với bên kia............rất tốt...chính là như thế........ta quả nhiên là thiên tài uhm uhm
36744	Thiếu gia sao âm thầm đứng bên ta ........đừng cho rằng ta không biết
36745	Ta thấy tướng quân rất thật nghiêm túc,cho nên không có ý làm phiền
36746	Không biết tướng quân đang bận việc chi?
36747	Là như thế này,Tôn Quyền chủ ta có ý muốn tấn công đại thành Giang lăng,vì thế lệnh ta nghiên cứu công cụ vũ khí tấn công thành
36748	Ta vừa thiết kế xong vũ khí công thành,bây giờ đang tính thử tạo xe tấn công thành đây!
36749	Ta vừa muốn tạo công cụ,vừa muốn đi tìm nguyên liệu,thật muốn phân thân
36750	Không biết thiếu hiệp giúp được không?
36751	Mời thiếu hiệp đi thu thập mỗi loại một cái:búa thiếc tấn công thành,bánh xe loại lớn,dây chuyền tinh luyện loại nặng.Ði nhanh về đừng lỡ việc
36752	Thiếu hiệp đi thu thập mỗi loại một cái : búa thiếc tấn công thành,bánh xe loại lớn,dây chuyền tinh luyện loại nặng,nhanh đi nhanh về đừng lỡ việc
36753	Tìm được búa thiếc tấn công thành chưa? Còn thiếu bánh xe và dây chuyền tinh luyện hạng nặng
36754	Tìm được bánh xe loại lớn chưa,?chỉ còn thiếu búa thiếc tấn công thành và dây chuyền tinh luyện loại nặng
36755	Tìm được dây chuyền tinh luyện loại nặng chưa? Còn thiếu bánh xe loại lớn và búa thiếc tấn công thành
36756	Tìm được búa thiếc tấn công thành và bánh xe loại lớn chưa? Chỉ còn thiếu dây chuyền tinh luyện loại nặng
36757	Tìm được búa thiếc tấn công thành và dây chuyền tinh luyện loại nặng chưa? Còn thiếu bánh xe loại lớn
36758	Tìm được bánh xe loại lớn và dây chuyền tinh luyện loại nặng chưa? Chỉ còn thiếu búa thiếc tấn công thành
36759	Mọi thứ đã tìm đủ,hành động rất nhanh,như thế sẽ theo kịp tiến độ
36760	Tôn Quyền chủ ta nếu biết được việc thiếu gia giúp,sẽ thưởng cho thiếu gia,mời thiếu hiệp nhận cho
36761	Bẩm công chúa,Tào Tháo không cam tâm đại bại ở Xích Bích,bây giờ đang muốn lấy lại
36762	Nghe thám tử báo lại,Tào Tháo phái Tào Phi cùng với đại tướng Tạ kỳ và Trương Hỷ đến tấn công trước,mời công chúa định đoạt
36763	Quân Tào đáng chết,nhanh truyền lệnh ta đại quân chuẩn bị nghênh chiến
36764	Tôn Quyền đại nhân,giết gà sao phải dùng sức trâu thế? Ðể ta đi nghênh chiến đi
36765	Ta tìn lòng của thiếu hiệp,được thôi! Việc này giao cho thiếu hiệp,thiếu hiệp nghe lệnh
36766	Mời thiếu hiệp đến tấn công Tạ Kì ở hồ Nhu Tu,đồng thời đến động nước Nhu Tu tấn công Trương Hỷ,cuối cùng đánh bại chủ tướng Tào Phi
36767	Ðịa hình động nước Nhu Tu rất quanh co,xin thiếu hiệp hết sức cẩn thận,đi đi
36768	Ngụy Công lệnh ta tấn công Hợp Phì,chỉ là đến bây giờ đại quân vẫn còn án binh bất động ở động nước Nhu tu,là lý gì?
36769	Ngươi chính là Tạ kì à? Hợp Phì là lãnh địa của Tôn Quyền đại nhân,ngươi hãy ngoan ngoãn cút về quê ngươi đi
36770	Kẻ địch từ lúc nào đến bên cạnh đây chứ?
36771	Nhanh,nhanh đến đánh giặc
36772	Nhanh đi báo với Tôn Quyền,không cần phái những con chó con mèo đến đâu!
36773	Nếu không phải chinh chiến liên miên,ngươi sẽ không thấy tay nghề của ta đâu
36774	Vừa bị ngươi đánh bại,bây giờ ta đến để báo thù. tiếp chiêu đi
36775	Ðánh thắng lại muốn đi sao? Không dễ thế đâu?
36776	Ðến đây,có Tạ Kì ở đây,tuyệt đối không cho ngươi vào hồ Việt Lôi một bước nào
36777	Haha,đến ta cũng không đánh bại được......tiếp tục đi luyện công đi
36778	Ðể ta xem ngươi lợi hại đến đâu,xuất chiêu đi
36779	Có gan đấy,ngươi hãy tiếp tục đi về trước đi!
36780	Muốn đi tiếp hả? đánh thắng ta hãy nói
36781	Ðừng đi vội,để ta đánh ngươi
36782	Nếu như ở bên này không thể ngăn được ngươi,sẽ giao phó với Ngụy Công như thế nào?
36783	Không thể lo nhiều nữa,dốc toàn sức
36784	Cút đi.....về nói với Tôn Quyền,Hợp Phì Ngụy công lấy mất rồi
36785	Ta đã dốc hết sức,a.....
36786	Không ngờ dưới trướng Tôn Quyền lại có hổ tướng giống ngươi? Ta nhất định phải bắt cho được ngươi về đầu quân cho cha ta
36787	ắt ta đầu quân cho Tào Tháo ư? Thế phải xem bản lĩnh của ngươi rồi
36788	Ðừng chạy? không bắt được ngươi sao giao phó với cha ta đây
36789	Hứ lần này ngươi có bản lĩnh thật,nhưng chúng tôi không từ bỏ Hợp Phì đâu,ngươi đợi đấy!
36790	Tận mắt chứng kiến Hình Châu bị tấn công,không ngờ rằng..........Quan Vũ cố thủ Mạch Thànhcòn một ngày không giết hắn còn ngày đó không an tâm
36791	Cha con Quan Vũ tuy cố thủ Mạch Thành,nhưng không có quân lương trong đó,bên ngoài không có viện binh,đó chỉ là cuộc đấu với con thú bị nhốt thôi
36792	Không! Quan Vũ có khí phách,hắn tuyệt đối không ngồi chờ chết đâu,ta nghĩ hắn nhất định sẽ phá trận
36793	Cộng thêm lời thề cùng sống cùng chết với Lưu Bị,nếu biết Quan Vũ bị vây,Lưu Bị nhất định sẽ phái quân đến cứu viện
36794	Chúng ta không thể kéo dài thời gian,truyền lệnh ta,phát động tổng tấn công Mạch Thành,nhất định lập tức tấn công Mạch Thành
36795	Hi vọng thiếu hiệp có thể làm tiên phong cho quân ta,đến rừng Công An,đánh bại Y Tịch thủ hạ của Quan vũ
36796	Sau khi đánh bại thủ hạ của Quan Vũ,đến Mạch Thành cùng quân ta tiêu diệt Quan Vũ,binh lính phải thần tốc,mổi trận đấu phải kết thúc trong 5 trận
36797	Theo thứ tự đánh bại Y Tịch,Quan Ngân Cân,Quan Bình,tiếp tục cùng quân ta đánh bại Quan Vũ,thiếu hiệp nhớ đó
36798	Dưới tay tướng mạnh không thể có binh lính yếu,xin thiếu hiệp hãy cẩn trọng
36799	Nôn nóng quá đi,bại binh Hình Châu,tướng quân Quan Vũ bị vây trong Mạch Thành,bây giờ không biết tình hình ra sao nữa? chi viện đâu
36800	Bại binh Hình Châu,tướng quân Quan Vũ bị vây trong thành Mạch Thành,ta phải nghĩ cách giúp tướng quân Quan Vũ thoát ra,có cách gì? Nghĩ nhanh đi
36801	Chỉ sợ ngươi không có cơ hội đó,nạp mạng đi
36802	Ngươi chỉ là người nhu nhược,không nên ngăn ta đến cứu Mạch Thành
36803	A! tướng quân Quan Vũ ngài phải ráng gượng,quân cứu viện đâu
36804	Ta đã đánh bại hắn,không nên để hắn làm mất thời gian nữa
36805	Tức chết đi được,bại quân Hình Châu,phụ thân đại nhân bị vây trong Mạch thành,bây giờ không biết tình hình ra sao? Quân cứu viện đâu
36806	Ngươi là ai? Nơi này rất nguy hiểm,nhanh rời khỏi
36807	Bại quân Hình Châu,phụ thân đại nhân và anh em ta bị vây trong Mạch thành,ta nhất định đến đó cứu
36808	Chỉ sợ ngươi không còn cơ hội đó,nạp mạng đi
36809	A! phụ thân đại nhân hãy ráng gượng
36810	Ta đã đánh bại hắn,không để hắn làm lỡ việc của ta
36811	Bại quân Hình Châu,phụ thân đại nhân bị vây trong Mạch thành,ta nhất định đến đó cứu
36812	Bại quân Hình Châu,ta đâu còn mặt mũi nhìn đại ca nữa? ei......
36813	Quan vũ,còn không đầu hàng,? Tôn Quyền chủ ta nhất định sẽ cho ngươi nửa chức
36814	Hứ! ta là thần tử đại hán,sao phải đầu hạng hạng tép riu chứ! Muốn ta cống thành? Trước tiên hãy hỏi qua đại đao trong tay Quan Vân Trường đây
36815	Hưng Nhi,sách Nhi,hãy để uy danh của 3 cha con ta,lưu danh muôn thuở!
36816	Các ngươi chỉ có một chút sức? đại đao của ta đang khóc đây!
36817	Thiếu hiệp........trên đường vượt nhiều ải......đến ải cuối cùng mới thất bại
36818	Quan Vũ ta,từ cuộc chiến Hoàng cân đến nay tung hoành nhiều trận........hôm nay lại rơi vào tay tép riu này
36819	Phụ thân đại nhân
36820	Phụ thân đại nhân đừng nói nhiều nữa,binh lính đuổi theo cứ giao cho hai con,cha đi đi
36821	Tôn Quyền ta nghe nói hành động của Thiếu hiệp,ta đặc biệt chuẩn bị yến tiếc thết đãi,mời thiếu hiệp về Công an dự
36822	Tôn Quyền chủ ta lệnh ta thưởng cho thiếu hiệp,nhưng mà cột vật phẩm của thiếu hiệp đã đầy
36823	Chúc mừng thiếu hiệp đại phá Quan Vũ,tấn công Hình Châu,Tôn Quyền chủ ta đặc biệt lệnh ta mang vật phẩm thưởng cho thiếu hiệp
36824	Sau trận Xích Bích quân ta thừa thắng tấn công vào Hợp Phì,Hạ Hầu tướng thủ Hợp Phì lại cố giữ không chịu buông,cũng không xuất binh,nên làm sao?
36825	(cuối đầu suy nghĩ)
36826	Tại hạ cho rằng trận Xích Bích,Tào Tháo sẽ sợ,quân ta nên nhân lúc này nắm bắt thời cơ,hỏa tốc bắc phiệt tiêu diệt quân Tào Tháo
36827	Chúng ta nên lấy Hợp Phì làm mục tiêu trước,chỉ là nếu Tào Tháo biết được Hợp Phì là miếng mồi ngon,nhất định sẽ phái quân đến nghênh chiến
36828	Cộng thêm Hạ Hầu là dũng tướng dưới quyền của Tào Tháo,chúng ta nếu như tấn công Hợp phì,thì sẽ không khinh địch
36829	ỷ? Vị thiếu hiệp này......a,có rồi
36830	Nếu như quân ta tiến công,Tào Tháo và Hạ hầu nhất định sẽ phòng ngự,nhưng nếu thiếu hiệp đến đó trước,thì có thể tránh được bứt cỏ động rừng
36831	Mời thiếu hiệp lập tức đi về rừng Ngưu Chử,theo thứ tự đánh bại các tướng quân của quân Tào như Lý thông,Chu Quang,Tào Hồng
36832	Cuối cùng tiêu diệt Hạ Hầu tướng thủ Hợp Phì,nếu như mỗi trận đấu đều có thể thắng trận vòng 5 trận,thì có thể dễ dàng giết được Tào Tháo
36833	Ta sẽ thử xem sao!
36834	Thiếu hiệp nhớ lấy,theo thứ tự đánh bại Lý Thông,Chu Quang,Tào Hồng ......
36835	Ðại nhân Hạ Hầu vẫn sử dụng chiến thuật cố thủ Hợp Phì,khiến Ðông Ngô lâm nhiều phen khốn khó
36836	Chiến sự Hợp Phì phải làm nhanh chóng,đại nhân Hạ Hầu sử dụng thuật kiên cố thành,nhưng ta có dự cảm,Ðông Ngô nhất định sẽ giở trò gì
36837	Ngươi nói đúng,nạp mạng đi
36838	Ta phải nhanh chóng đi thông báo với đại nhân Hạ,Ðông Ngô phái quân đến đánh rồi
36839	A....(vẻ mặt thất thần)
36840	Làm xong một kẻ,kẻ kế tiếp là.......hình như là Chu Quang
36841	Ðây là nơi của quân ta với Quân Ðông Ngô giao chiến,những người không phận sự nhanh chóng rời khỏi
36842	Kẻ địch mò đến tự lức nào thế? Lý Thông thằng đó làm gì thế
36843	Lại xong một kẻ,kẻ kế tiếp là ........hình như là Tào Hồng
36844	Ðáng chết! Lý Thông,Chu Quang hai thằng chết tiệt,lại dám để kẻ địch vào dễ dàng như thế
36845	Ðể Tào Hồng ta lãnh giáo kì binh do phái đông Ngô phái đến xem sao
36846	Chỉ còn lại một người Hạ Hầu,cố lên nào!
36847	Chỉ cần ta kiên trì không ra,đông Ngô sẽ bó tay,kế tiếp phải đợi Viện binh đến cứu đây
36848	Kì lạ,Lý Thông,Chu Quang mất hết liên lạc,bây giờ đến Tào Hồng vẫn không thấy
36849	Họ không phải tự ý xuất binh chứ? Ta nói qua phải cố thủ chờ viện binh đến mà
36850	Họ không phải tự ý xuất binh,mà là bị ta giải quyết hết rồi
36851	Ðáng chết! ngươi đã xem thường ta quá rồi đó
36852	Hai vị,trước khi quân chi viện đến,nhất định phải cố thủ Hợp Phì
36853	Ðông Ngô phái loại người như thế sao?
36854	Ðáng chết,lại có người mạnh thế sao! Ðợi quân lính của ta đến,chúng ta đến
36855	Tại sao khi chiến đấu xong,thân thể lại mệt mỏi thế? A.....thì ta cột vật phẩm đã đầy,để ta sửa lại cái đã
36856	Thành công khi tấn công bí mật,đều nhờ vào sự cố gắng của thiếu hiệp,tôn Quyền chủ ta lệnh ta mang vật phẩm đến cho thiếu hiệp đây
36857	Hoàng thượng,nghe nói hoàng thượng gần đây không ăn cũng không uống,là không muốn ăn hay sao?
36858	Haha,thần biết hoàng thượng vì chuyện Phục hoàng hậu bị mất,không muốn ăn là chuyện bình thường,haha
36859	Ngươi
36860	Haha,Tào Quý Nhân con gái ta,phẩm chất hiếu để,hoàng thượng sao không lập hoàng hậu mới,haha
36861	Việc này
36862	Cái gì? Hoàng thượng thấy con gái thần .....
36863	Không,không,được rồi,trẫm sẽ lập Tào Quý Nhân làm hoàng hậu
36864	Haha,hoàng thượng anh minh
36865	Từ khi đại bại trận Xích Bích,ta vẫn luôn có ý muốn nuốt trọn nước Thục,các thần nghe đây,có sách lược nào giúp ta hoàn thành tâm nguyện này không?
36866	Tại hạ cho rằng,việc này nhất định phải đợi Hạ Hầu và Tào Nhân 2 vị tướng quân về hãy bàn bạc
36867	Ðược! Thiếu hiệp có thể đến mời 2 vị tướng quân về được không?
36868	Ta? Chắc.....không có vấn đề
36869	Thế thì phiền thiếu hiệp,Hạ hầu Ðôn trước mắt vẫn đang cố giữ thành,Tào Nhân thì đang tuần Kỷ Thủy Quan
36870	Hi vọng thiếu hiệp đi nhanh về nhanh,đừng làm lỡ việc lớn
36871	Thế thì phiền thiếu hiệp,Hạ hầu Ðôn trước mắt vẫn đang cố giữ thành,Tào Nhân thì đang tuần Kỷ Thủy Quan,Hi vọng thiếu hiệp đi nhanh về nhanh.
36872	Ngụy công phái ta đến cố giữ thành,ta phải làm cho tốt
36873	Thiếu hiệp là người lạ mặt,lần này đến thành Trần Lưu,không biết có chuyện gì?
36874	Ngài là tướng quân Hạ Hầu Ðôn chứ? Ngụy Công ủy thác ta đến đây,mời ngài về Hứa Xương bàn chuyện lớn
36875	Có việc thế sao? Ðược......ta biết rồi,ta sẽ bàn giao một chút sẽ lập tức về Hứa Xương
36876	(nghĩ trong lòng ) kế tiếp là Tào Nhân ở Kỷ Thủy Quan,ta sẽ nhanh chóng đến đó
36877	Lần này ra đây tuần tra,mới biết được nỗi khổ thật sự của nhân dân
36878	Ðây là Kỷ Thủy Quan,ngài đến đây để làm gì?
36879	Ái chà,ngài là tướng quân Tào Nhân phải không? Ngụy Công có ủy thác cho ta,bảo Tướng Quân về Hứa Xương bàn việc lớn
36880	Thật sao? Ngụy công bảo Tào Nhân sao? Ta lập tức về nhà tìm ngài ấy
36881	(nghĩ trong lòng) ỷ? Ta vừa nói không phải về nhà sao? Tào Nhân có quá manh động không?
36882	Vội vàng nhất định xảy ra chuyện! ta vẫn là đi xem tình hình Tào Tháo đã
36883	Hứa Chử,sao lại cản đường ta? Ngươi không nhận ra Tào Nhân ta sao? Còn không mau tránh đường?
36884	Ðược......rất may ta là thân thích của Tào Thị,ngươi dám cản ta? Thế thì hãy coi đây!
36885	(nghĩ trong lòng) xem đây,quả nhiên đã xảy ra chuyện
36886	Ngụy Công trong lúc yến tiệc uống vài ly,vì để tránh kinh động đến Ngụy Công,mời thiếu hiệp dốc sức đánh bại tướng quân Tào Nhân
36887	Thiếu hiệp thật không thể tin nổi,vẫn là tự mình ta là tốt
36888	Tướng quân tuy là thân thích Tào Thị,nhưng là quan ngoài,Hứa Chử tuy là người ngoài,nhưng lại là vệ sỹ thân cận khâm điểm của Ngụy Công
36889	Ngụy Công uống rượu say nghỉ ngơi ở nhà,Hứa chử không dám cho Tướng quân vào,hi vọng tướng quân lượng thứ
36890	Ðược thôi! Lần này thì thôi
36891	Bẩm Ngụy Công.,tướng quân Hạ Hầu đã về đến Hứa Xương,trước mắt đang ở đại điện hoàng cung đợi
36892	Biết rồi! Hứa Chử và thiếu hiệp cùng ta đến hoàng cung xem
36893	Thiếu hiệp còn ở đây làm gì? Tìm thấy Hạ Hầu Ðôn và Tào Nhân hai vị tướng quân chưa?
36894	Uống hơi nhiều.........đau rất đau......ta vẫn là.........về nhà trước........tốt rồi..
36895	Trên đường đến đây,ta nghe nói Hứa Chử ngăn Tào Nhân việc này
36896	Ngụy Công xin lượng thứ
36897	HỨa Chử không cần lo,ta như vậy rất hay,quả nhiên là trung thần,ta nhìn không sai,haha
36898	! cám ơn Ngụy Công đã khen
36899	Lần này triệu hai vị đến đây,là muốn bàn về việc nuốt Ngô Thục,không biết hai vị ý kiến như thế nào?
36900	Tại hạ cho rằng,tình thế trước mắt như thế,không nên tấn công Tôn Quyền,cũng không nên tấn công Lưu Bị
36901	Trương Lỗ trị nước hán đã lâu,nhưng đó là một đồ gốm phì nhiêu,nếu có thể tấn công nước hán,thắng lợi sẽ tấn công Lưu Bị,thì việc sẽ dễ dàng hơn
36902	Haha,quả nhiên hiểu lòng ta,cứ như thế làm,truyền lệnh ta,Tam Quân bắt đầu chuẩn bị
36903	Thiếu hiệp lần này phải bôn ba rồi,đây là vật tặng ngài
36904	Vị thiếu hiệp này,Ngụy Công cho mời,nhanh đi đến Hoàng cung Hứa Xương đi
36905	Tư thế uy dũng,nghĩa khí chính trực,tình cảm tràn đầy,lời nói đầy trên mặt
36906	Ba La Y chi thôi Mễ Phần,Nhĩ dao bích chi hoa cứ,tái kim thúy chi thủ sức,sang minh châu dị dao cự
36907	A,viết thật hay đấy
36908	Xem không thấy trên đồ gốm haong vu này,lại có người tài như thế
36909	Ðã quá khen,nhưng mà thơ mà tôi vừa ngâm có phải là do Tào tử Kiện viết ở Lạc thần thành không?
