map1	warpid	map2	x	y
18081	3	18143	370	390
18081	4	18185	350	390
18081	5	18186	450	390
18101	1	18002	90	350
18102	1	18002	790	370
18103	1	18022	990	110
18104	1	18031	490	290
18105	1	18031	1170	350
18106	1	18041	510	310
18107	1	18051	310	270
18108	1	18061	490	290
18109	1	18061	1170	350
18110	1	18071	510	290
18111	1	18071	1290	910
18112	1	18081	290	250
18132	1	18002	270	350
18133	1	18012	490	350
18134	1	18022	590	490
18135	1	18031	110	150
18136	1	18031	1310	910
18137	1	18041	190	390
18138	1	18051	530	750
18139	1	18061	130	150
18140	1	18061	1290	910
18141	1	18071	130	170
18142	1	18071	330	810
18143	1	18081	710	330
18171	1	18002	1110	390
18172	1	18012	110	430
18173	1	18022	450	410
18174	1	18031	670	550
18175	1	18031	1030	710
18176	1	18041	730	310
18177	1	18051	510	250
18178	1	18051	770	550
18179	1	18061	1010	710
18180	1	18061	350	810
18181	1	18061	670	570
18182	1	18071	670	550
18183	1	18071	1010	730
18184	1	18071	1170	350
18185	1	18081	1090	530
18186	1	18081	730	950
18201	1	18002	910	370
18202	1	18012	770	530
18203	1	18031	350	810
18221	1	18002	590	370
18222	1	18022	1150	810
18242	1	18012	610	430
18243	1	18022	590	870
18262	1	18022	970	710
18302	1	18012	290	210
18303	1	18022	1150	350
18411	1	18000	3150	1070
18421	1	18000	110	1310
18421	2	18422	890	1110
18422	1	18423	270	1770
18422	2	18421	190	190
18423	1	18422	530	130
18423	2	18424	1310	1810
18432	1	18000	2170	2430
18432	2	18433	2950	1130
18433	1	18432	130	450
18433	2	18061	110	1090
18433	3	18435	1470	130
18434	1	18513	150	2190
18435	1	18433	290	1110
18435	2	18436	1470	530
18436	1	18000	1710	2330
18436	2	18435	170	530
18441	1	18000	1310	2210
18441	2	18443	190	1090
18443	1	18441	1470	130
18443	2	18444	330	290
18444	1	18443	1490	790
18444	2	18071	150	1090
18444	3	18442	230	190
18451	1	18000	2270	1070
18451	2	18452	570	1110
18452	1	18451	610	90
18452	2	18453	1290	2410
18453	1	18452	1050	130
18453	2	18454	610	850
18453	3	18081	1450	1010
18453	4	18455	3110	330
18454	1	18453	1470	330
18461	1	18462	1190	590
18461	2	18000	2050	1370
18462	1	18461	90	370
18501	1	18502	370	190
18501	2	18871	1450	270
18502	1	18504	2310	370
18502	2	18501	2930	1730
18502	3	18503	210	370
18503	1	18502	590	350
18504	1	18505	370	190
18504	2	18502	230	350
18505	1	18506	210	1030
18505	2	18504	410	3670
18506	1	18881	210	210
18506	2	18505	550	330
18511	1	18000	2530	1450
18511	2	18512	690	310
18512	1	18513	3190	950
18512	2	18511	190	290
18513	1	18514	430	110
18513	2	18512	170	310
18513	3	18434	1550	1150
18514	1	18515	1290	130
18514	2	18513	1230	3070
18515	1	18516	450	130
18515	2	18514	390	510
18516	1	18517	430	130
18516	2	18515	2070	3710
18517	1	18518	170	290
18517	2	18516	390	510
18518	1	18519	190	950
18518	2	18517	3170	950
18519	1	18846	230	230
18519	2	18518	670	310
18521	1	18000	1350	1970
18521	2	18522	390	490
18522	1	18521	2110	150
18522	2	18523	390	3710
18523	1	18522	430	110
18523	2	18524	170	290
18523	3	18526	170	290
18523	4	18528	390	510
18524	1	18523	3190	2230
18524	2	18525	190	270
18525	1	18524	670	310
18526	1	18527	170	970
18526	2	18523	3150	970
18527	1	18526	670	310
18528	1	18523	2090	150
18528	2	18529	390	3070
18529	1	18528	430	130
18529	2	18530	670	310
18530	1	18529	190	290
18530	2	18531	2310	310
18531	1	18530	170	290
18541	1	18891	1390	330
18541	2	18542	210	350
18541	3	18545	210	350
18542	1	18541	3110	390
18542	2	18543	1250	1750
18542	3	18544	210	990
18543	1	18542	370	190
18544	1	18542	590	350
18545	1	18541	3130	1670
18545	2	18546	230	990
18545	3	18547	430	170
18546	1	18545	590	350
18547	1	18545	390	390
18801	1	15000	1570	1890
18801	2	18803	350	310
18801	3	18802	250	470
18801	5	18804	210	2450
18802	1	18801	2730	1310
18803	1	18801	2930	1750
18803	2	18000	1890	930
18806	1	18000	970	1990
18806	2	18807	310	2370
18807	1	18806	670	130
18807	2	18810	270	470
18807	3	18809	250	430
18807	4	18808	270	430
18807	5	18805	90	490
18807	6	18838	230	1810
18807	7	18837	1310	1810
18808	1	18807	1810	1050
18809	1	18807	1850	910
18810	1	18807	1810	710
18811	1	18000	1470	1470
18811	2	18812	210	210
18814	2	18815	290	550
18816	1	18817	570	470
18816	2	18818	310	1090
18816	3	18000	430	1910
18816	4	18814	250	230
18817	1	18816	670	430
18818	1	18816	1470	330
18818	2	18819	110	470
18818	3	18000	650	1690
18821	1	18000	1150	1830
18821	2	18822	150	1210
18821	3	18823	1370	2390
18821	4	18824	230	190
18822	1	18821	3190	70
18826	1	18000	690	2290
18826	2	18827	570	470
18826	3	18828	250	1750
18827	1	18826	510	250
18831	1	18000	2130	870
18831	2	18832	210	210
18832	1	18831	3810	1790
18836	1	18000	2050	1430
18841	1	18000	2630	850
18841	2	18842	1450	1870
18841	3	18844	250	1190
18842	1	18841	190	170
18842	2	18843	150	1150
18843	1	18842	1450	50
18846	1	18519	3970	970
18846	2	18000	2490	1790
18851	1	18000	2950	690
18856	1	18000	730	2870
18861	1	18862	3990	1230
18861	2	18000	3090	1510
18861	3	18864	270	230
18862	1	18863	270	430
18862	2	18861	250	310
18863	1	18862	3610	630
18871	1	18002	1150	510
18871	2	18501	230	370
18881	1	18012	130	470
18881	2	18506	3910	2310
18891	1	18022	390	130
18891	2	18541	230	1010
18891	3	18892	2130	1170
18990	1	18001	130	270
18990	2	18003	590	110
19525	1	19524	430	170
20000	1	20541	2070	2470
20000	2	20801	3990	2490
20000	3	20031	1150	810
20000	4	20841	290	250
20000	5	20530	410	1850
20000	6	20521	2090	1830
20000	7	20851	170	2470
20000	8	20861	170	2470
20000	9	20021	1790	530
20000	10	20411	950	1150
20000	11	20831	3930	1190
20000	12	20511	110	1610
20000	13	20001	850	650
20000	14	20811	1530	310
20000	15	20821	310	270
20000	16	20503	90	990
20000	17	20401	1170	770
20001	1	20000	1070	1470
20001	2	20002	710	550
20002	1	20241	390	550
20002	2	20221	350	450
20002	3	20132	350	410
20002	4	20301	610	470
20002	5	20131	470	430
20002	6	20003	1170	450
20002	7	20001	150	150
20002	8	20261	470	430
20002	9	20871	150	1190
20003	1	20002	70	350
20003	2	20101	490	410
20011	1	20831	250	230
20011	2	20012	710	550
20012	1	20011	150	170
20012	2	20201	410	410
20012	3	20242	430	510
20012	4	20172	470	390
20012	5	20171	370	410
20012	6	20302	550	430
20021	1	20133	390	410
20021	2	20102	370	410
20021	3	20173	490	390
20021	4	20281	850	450
20021	5	20000	530	2110
20031	1	20178	290	490
20031	2	20177	270	510
20031	3	20174	550	490
20031	4	20175	570	510
20031	5	20176	570	510
20031	6	20000	630	830
20101	1	20003	1090	370
20102	1	20021	1150	310
20131	1	20002	130	290
20132	1	20002	550	350
20133	1	20021	1450	330
20171	1	20012	490	350
20172	1	20012	130	450
20173	1	20021	770	330
20174	1	20031	630	390
20175	1	20031	250	490
20176	1	20031	430	790
20177	1	20031	1030	350
20178	1	20031	1010	630
20201	1	20012	810	550
20221	1	20002	650	430
20241	1	20002	750	490
20242	1	20012	590	430
20261	1	20002	710	130
20281	1	20021	510	350
20301	1	20002	390	190
20302	1	20012	310	230
20401	1	20402	1490	490
20401	2	20000	1350	350
20402	1	27000	2270	1570
20402	2	20401	650	430
20411	1	20412	510	790
20411	2	20000	510	2390
20412	1	20411	550	130
20412	2	20413	710	350
20413	1	20412	710	110
20413	2	20414	330	390
20414	1	20413	590	270
20501	1	12809	250	210
20501	2	20504	650	330
20501	3	20502	2390	1610
20502	1	20501	130	350
20502	2	20503	2910	2430
20502	3	20506	390	150
20503	1	20502	1270	170
20503	2	20508	370	470
20503	3	20000	1390	1030
20504	1	20501	990	1610
20504	2	20505	410	110
20505	1	20504	390	470
20506	1	20502	1270	2450
20506	2	20507	2370	950
20507	1	20506	150	310
20508	1	20503	1250	130
20508	2	20509	150	990
20509	1	20508	630	330
20511	1	20512	190	990
20511	2	20513	170	1010
20511	3	20000	1070	2250
20512	1	20511	2290	350
20512	2	20514	190	990
20513	1	20511	2330	2890
20513	2	20515	170	990
20514	1	20512	3150	990
20515	1	20513	3150	1010
20521	1	20522	610	330
20521	2	20000	770	1310
20522	1	20521	190	330
20522	2	20530	2310	350
20522	3	20523	2090	1750
20523	1	20522	370	210
20523	2	20524	370	430
20523	3	20527	390	430
20524	1	20523	2930	170
20524	2	20525	190	350
20524	3	20526	410	1130
20525	1	20524	590	330
20526	1	20524	350	230
20527	1	20523	1270	170
20527	2	20529	410	1130
20527	3	20528	2310	990
20528	1	20527	190	310
20529	1	20527	370	190
20530	1	20522	170	310
20530	2	20000	530	1310
20541	1	20544	170	290
20541	2	20542	650	270
20541	3	20000	670	590
20542	1	20543	2070	2450
20542	2	20541	210	910
20543	1	20542	350	110
20544	1	20541	3990	930
20544	2	20545	2050	2430
20545	1	20544	470	130
20801	1	20000	1190	590
20801	2	20802	2950	1170
20811	1	20812	2250	1830
20811	2	20000	1390	1510
20812	1	20811	310	250
20821	1	20822	270	230
20821	2	20000	1390	1850
20822	1	20821	3130	1210
20831	1	20011	790	610
20831	2	20000	830	2190
20841	1	20000	950	830
20841	2	20842	190	1190
20841	3	20843	210	210
20842	1	20841	4010	310
20851	1	20852	150	990
20851	2	20000	490	1670
20851	3	20854	1290	1790
20852	1	20851	1390	370
20852	2	20853	210	190
20853	1	20852	2350	350
20861	1	20000	550	1890
20861	2	20862	230	1150
20871	1	20002	810	130
21000	1	21821	1490	1210
21000	2	21431	70	550
21000	3	21021	130	930
21000	4	21505	370	1190
21000	5	21811	150	1190
21000	6	21816	2390	270
21000	7	21031	110	890
21000	8	21001	870	650
21000	9	21411	2190	1130
21000	10	21521	2870	1190
21000	11	21891	2350	2470
21000	12	21881	150	2470
21000	13	21421	1150	870
21000	15	21871	190	1850
21000	16	21806	190	1830
21000	17	21801	190	3730
21000	18	21841	110	1830
21000	19	21851	1450	1830
21000	20	21537	390	1830
21000	21	21861	4850	1190
21000	22	18000	70	1290
21000	23	21864	190	190
21000	24	21831	2330	310
21000	25	21442	610	810
21000	27	21836	250	2430
21000	28	21826	2310	330
21000	29	21749	170	590
21000	30	21701	130	730
21000	32	23000	1990	870
21000	33	25000	3210	1170
21000	34	21760	2310	90
21000	35	21061	1310	1150
21000	36	21846	150	430
21000	14	21401	270	750
21000	31	21763	2210	1770
21001	1	21002	1830	1430
21001	2	21000	1230	590
21002	1	21261	490	410
21002	2	21201	430	430
21002	3	21241	430	530
21002	4	21221	490	430
21002	5	21001	130	130
21002	6	21004	70	430
21002	7	21003	1210	450
21003	1	21002	110	1070
21003	2	21101	490	430
21003	3	21131	470	410
21003	4	21281	870	470
21003	5	21172	490	410
21003	6	21102	470	390
21003	7	21171	490	410
21003	8	21441	1590	830
21004	1	21002	1870	110
21004	2	21301	910	490
21011	1	21881	1430	350
21011	2	21012	70	750
21012	1	21011	870	110
21012	2	21133	450	410
21012	3	21103	470	410
21012	4	21242	410	530
21012	5	21173	330	430
21012	6	21282	870	470
21012	7	21302	210	470
21012	8	21013	70	410
21012	9	21014	110	890
21012	10	21106	330	410
21012	11	21015	1250	890
21013	1	21012	1010	930
21013	2	21104	330	430
21013	3	21222	350	450
21013	4	21262	350	430
21013	5	21884	190	190
21014	1	21012	1210	410
21015	1	21012	110	210
21015	2	21176	390	390
21015	3	21136	410	430
21015	4	21108	390	450
21015	5	21135	470	410
21015	6	21107	550	410
21015	7	21138	390	410
21021	1	21174	490	410
21021	2	21132	470	430
21021	3	21303	230	470
21021	4	21175	330	410
21021	5	21000	1350	370
21031	1	21105	370	410
21031	2	21000	750	530
21041	1	21816	210	210
21041	2	21042	1130	870
21042	1	21041	390	150
21042	2	21043	470	410
21043	1	21042	550	370
21051	1	21891	150	170
21061	1	21000	290	630
21061	2	21137	450	410
21061	3	21177	470	410
21061	4	21304	250	450
21101	1	21003	1150	350
21102	1	21003	470	370
21103	1	21012	690	490
21104	1	21013	450	310
21105	1	21031	930	310
21106	1	21012	1210	910
21131	1	21003	1010	350
21132	1	21021	730	210
21133	1	21012	510	550
21137	1	21061	610	1050
21172	1	21003	690	370
21173	1	21012	470	110
21174	1	21021	450	270
21175	1	21021	1410	350
21177	1	21061	350	330
21201	1	21002	470	270
21221	1	21002	890	130
21222	1	21013	870	350
21241	1	21002	650	190
21242	1	21012	290	170
21261	1	21002	330	310
21262	1	21013	1070	430
21281	1	21003	810	370
21282	1	21012	1030	390
21301	1	21004	590	370
21302	1	21012	1050	150
21303	1	21021	1030	350
21304	1	21061	990	470
21411	2	21000	1270	890
21411	1	21833	4830	1210
21421	1	21000	1190	1350
21421	2	21422	250	490
21421	3	21423	230	450
21422	1	21421	630	330
21423	1	21421	830	410
21431	1	21000	930	230
21431	2	21432	90	490
21432	1	21431	750	470
21432	2	21433	90	510
21433	1	21432	1550	510
21441	1	21003	70	450
21441	2	21442	610	110
21442	1	21441	130	1090
21442	2	21000	950	590
21501	1	21502	430	130
21501	2	13000	1070	1490
21502	1	21501	1230	1790
21502	2	21503	1270	170
21502	3	21506	170	930
21503	1	21502	390	530
21503	2	21504	410	130
21504	1	21503	1230	1830
21504	2	21505	1510	270
21504	3	21510	150	270
21505	1	21504	130	270
21505	2	21000	1430	410
21506	1	21502	690	270
21506	2	21507	130	270
21507	1	21506	3170	930
21507	2	21508	130	270
21507	3	21509	430	130
21508	1	21507	710	270
21509	1	21507	390	530
21510	1	21504	710	270
21510	2	21511	130	270
21511	1	21510	2370	930
21511	2	21512	130	930
21512	1	21511	690	270
21521	1	21522	730	290
21521	2	21000	910	870
21522	1	21521	150	270
21522	2	21537	1270	130
21522	3	21523	2390	1570
21523	1	21522	110	270
21523	2	21524	730	290
21523	3	21528	750	270
21523	4	21533	750	270
21524	1	21523	90	270
21524	2	21525	1210	1830
21525	1	21524	370	70
21525	2	21526	390	550
21526	1	21525	430	90
21526	2	21527	3230	930
21527	1	21526	110	270
21528	1	21523	110	910
21528	2	21529	3230	930
21529	1	21528	90	290
21529	2	21530	730	270
21530	1	21529	110	930
21530	2	21531	1230	1810
21530	3	21532	1270	90
21531	1	21530	430	70
21532	1	21530	390	550
21533	1	21523	110	2830
21533	2	21534	1270	90
21534	1	21535	750	270
21534	2	21533	370	570
21535	1	21534	110	910
21535	2	21536	430	90
21536	1	21535	390	570
21537	1	21522	390	550
21537	2	21000	730	1030
21541	1	21550	370	130
21541	2	21542	410	470
21541	3	21884	1470	230
21541	4	21546	90	290
21542	1	21541	1250	130
21542	2	21543	2390	970
21543	1	21542	110	310
21543	2	21544	690	330
21544	1	21543	110	990
21544	2	21545	3230	990
21545	1	21544	110	310
21546	1	21547	90	330
21546	2	21541	2410	970
21547	1	21548	110	310
21547	2	21546	690	330
21548	1	21549	430	90
21548	2	21547	2410	330
21549	1	21548	390	470
21550	1	21541	1250	1830
21550	2	21551	1270	130
21551	1	21550	390	450
21551	2	21552	390	150
21552	1	21551	1250	1810
21552	2	21553	2390	970
21553	1	21552	130	310
21701	1	21702	210	1150
21701	2	21000	1590	1390
21702	1	21703	350	410
21702	2	21713	230	1810
21702	3	21705	90	470
21702	4	21701	1270	310
21702	5	21706	1470	1870
21702	6	21704	590	490
21704	1	21702	2350	450
21705	1	21702	3070	1190
21706	1	21708	230	430
21706	2	21709	790	510
21706	3	21702	230	230
21706	4	21711	150	590
21706	5	21707	370	450
21706	6	21710	1170	870
21707	1	21706	790	750
21708	1	21706	830	890
21709	1	21706	210	1810
21710	1	21706	190	170
21711	1	21706	1550	250
21711	2	21712	490	430
21712	1	21711	470	450
21713	1	21702	3170	290
21713	2	21715	90	490
21713	3	21716	130	870
21713	4	21722	2350	1210
21713	5	21714	290	410
21714	1	21713	990	970
21715	1	21713	1470	1850
21716	1	21713	1530	270
21716	2	21720	590	430
21716	3	21721	250	430
21716	4	21719	590	490
21716	5	21717	370	690
21716	6	21718	270	470
21717	1	21716	630	550
21719	1	21716	110	570
21720	1	21716	350	470
21721	1	21716	910	650
21722	1	21723	250	470
21722	2	21713	190	190
21722	3	21727	150	1050
21722	4	21724	1450	550
21723	1	21722	1350	470
21724	1	21722	230	210
21724	2	21725	870	490
21725	1	21726	450	410
21725	2	21724	170	130
21726	1	21725	310	310
21727	1	21722	2390	310
21731	1	21732	2210	1810
21731	2	21763	210	150
21732	1	21731	530	290
21732	2	21736	410	450
21732	3	21734	270	470
21732	4	21750	250	1150
21732	5	21733	570	470
21732	6	21735	890	430
21732	7	21737	3990	290
21732	8	21744	1370	1810
21733	1	21732	650	710
21734	1	21732	1870	870
21735	1	21732	590	1270
21736	1	21732	1870	1230
21737	1	21732	250	1790
21737	2	21741	410	450
21737	3	21743	110	510
21737	4	21742	790	510
21737	5	21738	230	450
21737	6	21739	570	470
21737	7	21740	890	430
21738	1	21737	1450	490
21739	1	21737	2630	530
21740	1	21737	590	710
21741	1	21737	3570	670
21742	1	21737	210	1190
21743	1	21737	3970	1210
21744	1	21732	190	190
21744	2	21749	490	390
21744	3	21747	1430	1190
21744	4	21745	570	470
21744	5	21746	590	430
21745	1	21744	670	750
21746	1	21744	650	890
21747	1	21744	210	190
21747	2	21748	250	510
21748	1	21747	1150	610
21749	1	21744	150	1830
21749	2	21000	1390	1310
21750	1	21732	2330	270
21750	2	21757	1390	1190
21750	3	21753	350	410
21750	4	21752	390	450
21750	5	21751	250	430
21750	6	21755	450	410
21750	7	21754	270	470
21750	8	21756	110	550
21750	9	21758	510	850
21751	1	21750	1750	450
21752	1	21750	1830	590
21753	1	21750	1630	1010
21754	1	21750	3530	850
21755	1	21750	3110	470
21756	1	21750	3990	1210
21757	1	21750	150	150
21758	1	21759	950	510
21758	2	21750	3990	290
21759	1	21758	650	450
21760	1	21000	1710	1090
21801	1	21803	210	2450
21801	2	21802	3130	1210
21801	3	21000	1590	390
21801	4	21804	210	210
21802	1	21801	150	150
21803	1	21801	1590	250
21806	1	21807	330	390
21806	2	21000	2290	630
21806	3	21808	1390	1830
21806	4	21809	210	210
21807	1	21806	1850	710
21808	1	21806	190	190
21811	1	21812	150	2470
21811	2	21000	990	470
21812	1	21811	1550	270
21812	2	21813	290	470
21812	3	21814	3970	1210
21813	1	21812	2870	410
21814	1	21812	150	170
21814	2	21815	550	470
21815	1	21814	670	470
21816	1	21041	1110	810
21816	2	21000	430	530
21816	3	21817	3130	330
21821	1	21822	1250	1790
21821	2	21000	350	330
21821	3	21820	230	1810
21822	1	21821	230	230
21822	2	21823	3990	230
21823	1	21822	170	330
21823	2	21824	570	470
21824	1	21823	690	450
21826	1	21827	570	490
21826	2	21000	930	1350
21827	1	21826	670	470
21831	1	21832	2390	270
21831	2	21833	150	190
21831	3	21000	1210	730
21832	1	21831	170	1850
21832	3	21834	2110	1790
21833	1	21831	2330	1830
21833	2	21411	230	150
21836	1	21837	230	1810
21836	2	21000	1670	930
21837	1	21836	1510	310
21841	1	21843	370	450
21841	2	21842	250	490
21841	3	21844	1550	1830
21841	4	21000	630	390
21842	1	21841	2750	330
21843	1	21841	2890	470
21844	1	21841	190	150
21846	1	21847	150	1230
21846	2	21000	1510	650
21847	1	21846	790	250
21847	4	21848	230	190
21848	1	21847	2970	1170
21851	1	21852	3090	2470
21851	2	21000	490	930
21852	1	21851	150	170
21852	2	21854	450	430
21852	3	21853	830	410
21852	4	21855	230	1790
21853	1	21852	530	2250
21854	1	21852	2750	890
21855	1	21852	3210	270
21855	2	21856	530	450
21855	3	21857	310	510
21856	1	21855	2130	430
21857	1	21855	2650	450
21861	1	21862	3150	1210
21861	2	21863	2390	270
21861	3	21000	1270	1110
21862	1	21861	210	210
21862	2	21864	4070	270
21863	1	21861	170	1170
21863	2	21864	3990	1210
21864	1	21862	150	1190
21864	2	21863	270	250
21864	3	21000	1050	1050
21871	1	21872	2330	2490
21871	2	21874	190	1810
21871	3	21000	1930	910
21871	4	21876	210	210
21872	1	21871	290	250
21872	2	21873	590	470
21873	1	21872	630	570
21874	1	21871	1530	270
21874	2	21875	250	470
21875	1	21874	2870	430
21881	1	21011	110	650
21881	2	21882	2290	2450
21881	3	21000	1010	1030
21882	1	21883	590	490
21882	2	21881	210	210
21883	1	21882	1250	970
21884	1	21541	150	990
21884	2	21013	1190	510
21884	3	21016	170	190
21884	4	21885	2310	330
21891	1	21051	1230	1010
21891	2	21000	770	870
21891	3	21892	230	2450
22000	1	14521	1250	1770
22000	2	14523	2110	2410
22000	3	14841	650	510
22000	4	14411	1070	770
22000	5	14011	130	830
22000	6	14506	1270	1770
22000	7	14871	370	1030
22000	8	14001	890	650
22000	9	14851	330	3010
22000	10	14421	70	910
22000	11	14541	150	990
22000	12	14811	70	430
22000	13	14403	190	770
22000	14	14501	1270	2410
22000	15	14801	210	2430
22000	16	14831	3950	250
22000	17	14821	3090	290
22000	18	14431	990	650
22000	19	13000	110	470
22000	20	14441	970	1030
23000	1	21000	1350	1570
23000	2	23841	210	1170
23000	3	23891	210	1170
23000	4	23501	430	1810
23000	5	23861	3010	1190
23000	6	23871	850	550
23000	8	23401	1110	430
23000	9	23011	150	830
23000	10	23421	930	1110
23000	11	23530	150	330
23000	12	23521	410	2450
23000	13	23539	410	3090
23000	14	23831	2950	1810
23000	15	23041	1410	950
23000	16	23051	650	890
23000	17	23821	2150	1810
23000	18	23551	430	1190
23000	20	23001	710	810
23000	21	23431	150	890
23000	22	23801	150	590
23000	23	23851	210	1810
23000	26	23806	250	2410
23000	27	26000	2770	330
23000	7	23881	3810	1170
23000	19	23811	250	2430
23001	1	23002	1130	790
23001	2	23000	1850	1730
23002	1	23001	370	430
23002	2	23132	490	410
23002	3	23101	350	410
23002	4	23131	390	410
23002	5	23171	470	410
23002	6	23201	410	410
23002	7	23301	590	450
23002	8	23241	390	510
23002	9	23003	1150	190
23003	1	23002	150	450
23003	2	23281	870	470
23003	3	23261	370	410
23003	4	23221	470	430
23003	5	23172	370	410
23011	1	23012	150	770
23011	2	23000	850	1750
23012	1	23011	530	430
23012	2	23173	470	390
23012	3	23133	350	410
23012	4	23242	430	510
23012	5	23262	370	410
23021	1	23411	2290	1230
23021	2	23175	470	390
23021	3	23176	350	390
23021	4	23177	350	390
23021	5	23174	530	290
23031	1	23402	230	230
23031	2	23102	530	410
23031	3	23103	370	410
23031	4	23134	370	390
23031	5	23135	450	410
23041	1	23302	590	450
23041	2	23104	490	410
23041	3	23178	370	410
23041	4	23136	370	390
23041	5	23000	1470	2810
23051	1	23105	490	410
23051	2	23107	390	430
23051	3	23106	470	390
23051	4	23000	1930	2370
23101	1	23002	1130	690
23102	1	23031	270	230
23103	1	23031	730	310
23104	1	23041	330	370
23105	1	23051	630	390
23106	1	23051	190	690
23107	1	23051	1090	690
23131	1	23002	950	530
23132	1	23002	670	810
23133	1	23012	210	170
23134	1	23031	1110	510
23135	1	23031	730	930
23136	1	23041	1250	270
23171	1	23002	1030	130
23172	1	23003	1170	630
23173	1	23012	250	530
23174	1	23021	370	450
23175	1	23021	710	190
23176	1	23021	990	170
23177	1	23021	1070	350
23178	1	23041	1010	210
23179	1	23862	1110	450
23180	1	23891	1330	490
23201	1	23002	790	210
23221	1	23003	1010	170
23241	1	23002	190	370
23242	1	23012	690	230
23261	1	23003	590	170
23262	1	23012	1030	430
23281	1	23003	210	410
23301	1	23002	490	290
23302	1	23041	730	350
23401	1	23402	1410	1210
23401	2	23000	530	1350
23402	1	23401	130	230
23402	2	23403	130	550
23402	3	23031	1450	1010
23403	1	23402	1550	310
23411	1	23506	2370	970
23411	2	23021	210	210
23421	1	23422	150	1190
23421	2	23000	430	2130
23422	1	23421	550	110
23422	2	23424	130	670
23422	3	23423	230	850
23423	1	23422	290	270
23424	1	23422	2370	290
23431	1	23561	170	910
23431	2	23000	2110	1530
23501	1	23502	170	350
23501	2	23000	1130	470
23502	1	23501	3170	310
23502	2	23503	2090	1150
23502	3	23506	210	330
23503	1	23502	410	150
23503	2	23504	150	350
23504	1	23503	3190	330
23504	2	23505	410	1150
23505	1	23504	430	110
23506	1	23502	710	310
23506	2	23411	210	250
23511	1	23861	230	230
23511	2	23512	730	270
23512	1	23511	110	270
23512	2	23513	2070	1810
23512	3	23517	2070	110
23513	1	23512	430	90
23513	2	23514	730	270
23514	1	23513	950	270
23514	2	23515	390	1170
23514	3	23516	3230	1570
23515	1	23514	410	90
23516	1	23514	110	270
23517	1	23512	390	550
23517	2	23518	730	270
23518	1	23517	90	290
23518	2	23519	1270	90
23519	1	23518	390	550
23521	1	23522	390	470
23521	2	23000	850	2370
23522	1	23523	4010	1650
23522	2	23532	130	330
23522	3	23521	430	110
23523	1	23522	130	310
23523	2	23524	390	190
23523	3	23525	450	330
23523	4	23526	390	450
23524	1	23523	2090	3110
23525	1	23523	130	1650
23526	1	23523	2090	190
23526	2	23530	4030	330
23526	3	23527	410	1170
23527	1	23526	370	150
23527	2	23528	370	530
23528	1	23527	430	110
23528	2	23529	2050	1170
23529	1	23528	430	110
23530	1	23526	130	310
23530	2	23531	650	310
23530	3	23000	690	2250
23531	1	23530	130	970
23532	1	23522	650	330
23532	2	23533	130	310
23532	3	23534	130	250
23532	4	23535	370	170
23533	1	23532	4050	310
23534	1	23532	4030	970
23535	1	23532	2090	2450
23535	2	23536	130	330
23535	3	23539	430	130
23536	1	23535	650	330
23536	2	23537	110	290
23537	1	23536	1530	330
23537	2	23538	130	910
23538	1	23537	730	270
23539	1	23535	390	450
23539	2	23540	130	250
23539	3	23000	970	2570
23540	1	23539	2370	1610
23551	1	23552	390	450
23551	2	23000	1990	2710
23552	1	23551	430	110
23552	2	23553	3210	1610
23552	3	23555	130	1650
23553	1	23552	130	310
23553	2	23554	2090	1730
23554	1	23553	1250	190
23555	1	23552	670	310
23555	2	23556	2090	1750
23556	1	23555	2090	250
23561	1	23431	770	230
23561	2	23562	110	290
23561	3	23563	110	290
23562	1	23561	3210	290
23562	2	23564	130	270
23563	1	23561	3230	1570
23563	2	23564	130	1550
23564	1	23562	730	270
23564	2	23563	730	290
23564	3	23565	130	270
23564	4	23566	110	270
23565	1	23564	2390	290
23565	2	23568	130	270
23565	3	23567	390	2450
23566	1	23564	2390	1550
23566	2	23568	110	1550
23566	3	23569	450	130
23567	1	23565	410	90
23568	1	23565	730	270
23568	2	23566	730	270
23569	1	23566	390	530
23801	1	23802	190	2470
23801	2	23000	1910	1330
23802	1	23801	450	410
23802	2	23803	190	1190
23803	1	23802	1530	290
23803	2	23804	290	470
23804	1	23803	2030	450
23806	1	23808	290	1750
23806	2	23807	110	510
23806	3	23000	1910	930
23807	1	23806	1410	2470
23808	1	23806	1510	290
23808	2	23809	410	430
23809	1	23808	1190	450
23811	1	23812	210	1830
23811	2	23000	2110	1990
23812	1	23811	1530	210
23821	1	23822	210	1830
23821	2	23000	1750	2210
23822	1	23821	2350	310
23831	1	23000	1150	2850
23841	1	23842	210	1190
23841	2	23000	1570	1270
23842	1	23841	4030	290
23851	1	23000	1470	1730
23861	1	23862	150	2490
23861	2	23511	3210	930
23861	3	23000	830	670
23862	1	23179	390	410
23862	2	23861	3210	190
23871	1	23872	1450	2490
23871	2	23000	1170	1030
23872	1	23871	570	410
23872	2	23873	2270	1210
23873	1	23872	250	230
23881	1	23882	1530	290
23881	2	23000	1050	1350
23882	1	23881	210	1190
23891	1	23180	330	390
23891	2	23000	1590	1430
24000	1	24001	290	750
24000	2	24041	1010	830
24000	3	24011	630	770
24000	4	24806	250	2430
24000	5	24411	230	1150
24000	6	24421	2110	1790
24000	7	24431	1270	990
24000	8	24801	1490	550
24000	9	24811	150	550
24000	10	24821	2970	1170
24000	11	24831	690	1090
24000	12	24841	230	1170
24000	13	24861	2190	1830
