name 	type 	id 	prop1 	prop1_val 	prop2 	prop2_val 	element 	elem_val 	contribute 	sellprice 	equippos 	level 	BuyingPrice 	SellingPrice 	ItemDescription 	unk1 	unk2 	unk3 	unk4 	unk5 	unk6 	unk9 	unk10 	unk11 	unk12 	unk13 	unk14 	unk15 	unk16
Móng ưng thúc	30	37984	0	0	0	0	0	-100	24	26	0	0	0	23	Móng của ó thúc già	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hàn dạ thương	29	37985	0	0	0	0	0	-100	10	11	0	0	0	11	Ðược nghinh kết trong đêm rét lạnh nhất	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quần lang nhiên	29	37986	0	0	0	0	0	-100	10	12	0	0	0	12	Tượng trưng cho bầy sói tà ác hung bạo	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ðịa tâm hỏa thạch	29	37987	0	0	0	0	0	-100	10	13	0	0	0	13	Hỏa thạch kiên chắc,lấy trong dung nham	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tử quang hổ bách	29	37988	0	0	0	0	0	-100	10	14	0	0	0	14	Hổ bách quý hiếm phát ánh sáng màu tím	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiên ngoại thạch	29	37989	0	0	0	0	0	-100	10	15	0	0	0	15	Ðá rơi xuống từ chín trời chi ngọai	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tường hạc hồng	29	37990	0	0	0	0	0	-100	10	16	0	0	0	16	Kết tinh màu đỏ như đỉnh đầu của hạc lửa	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mãnh hổ tinh	29	37991	0	0	0	0	0	-100	10	17	0	0	0	17	Ðá quý màu lục như mắt cọp dữ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hạn huyết bảo mã	29	37992	0	0	0	0	0	-100	10	18	0	0	0	18	Hạn tinh màu máu của ngựa quý	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngộ đạo tử	29	37993	0	0	0	0	0	-100	10	19	0	0	0	19	Tinh luyện từ phương sĩ đắc đạo	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiên đế lệ	29	37994	0	0	0	0	0	-100	10	20	0	0	0	20	Vật kết tinh có phép lực vô cùng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chí thiện quang 	29	37995	0	0	0	0	0	-100	10	21	0	0	0	21	Kết tinh cao đẹp tuyền từ tay bậc thánh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sao thánh tu	29	37996	0	0	0	0	0	-100	10	22	0	0	0	22	Vật tu hành do bậc khổ hạnh xưa để lại	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngân Hà toái tiết	29	37997	0	0	0	0	0	-100	10	23	0	0	0	23	Truyền là kết tinh lạ ở nơi cửu thiên	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiên duyên tinh	29	37998	0	0	0	0	0	-100	10	24	0	0	0	24	Truyền là kết tinh đẹp có sức thần tiên	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HP thanh tuyền	29	37999	0	0	0	0	0	-100	10	25	0	0	0	25	Tinh hạt kỳ lạ làm lòng người lắng sạch	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ðá băng nát	29	38001	0	0	0	0	0	-100	10	1	0	0	0	1	Những miếng nát ra từ đá sao băng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hổ bách vàng	29	38002	0	0	0	0	0	-100	10	2	0	0	0	2	Hổ bách màu vàng xanh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sao băng nát	29	38003	0	0	0	0	0	-100	10	3	0	0	0	3	Những miếng vụn từ các sao băng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vĩnh đông k.tinh	29	38004	0	0	0	0	0	-100	10	4	0	0	0	4	Ðược đông lạnh lâu trong băng hàn	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chí sĩ huyết	29	38005	0	0	0	0	0	-100	10	5	0	0	0	5	Máu nóng của các nghĩa dũng chí sĩ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xích thỏ lệ	29	38006	0	0	0	0	0	-100	10	6	0	0	0	6	Nước mắt của thỏ lông xích quý hiếm	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hải long nhiên	29	38007	0	0	0	0	0	-100	10	7	0	0	0	7	Nước miếng của hải long dưới thâm uyên	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anh hùng đảm	29	38008	0	0	0	0	0	-100	10	8	0	0	0	8	Gan anh hùng hào kiệt thời thượng cổ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tường thú tinh	29	38009	0	0	0	0	0	-100	10	9	0	0	0	9	Giác của linh cầm tường thú	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khí tiết hồn	29	38010	0	0	0	0	0	-100	10	10	0	0	0	10	Là liệt khí hào tráng nghinh tụ ngàn năm	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hạt cát tử tinh	45	38011	0	0	0	0	0	-100	34	2	0	0	0	5	Hạt thủy tinh chất lượng kém	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tử thủy tinh hạt	45	38012	0	0	0	0	0	-100	34	3	0	0	0	5	Hạt thủy tinh tím có vết nứt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tử tinh hạt c.kém	45	38013	0	0	0	0	0	-100	34	4	0	0	0	6	Hạt thủy tinh tím chất lượng kém	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tử thủy tinh hạt	45	38014	0	0	0	0	0	-100	34	5	0	0	0	6	Hạt thủy tinh tím thông thường	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tử tinh trang trí	45	38015	0	0	0	0	0	-100	34	6	0	0	0	6	Hạt thủy tinh trang trí trong nhà	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tử tinh sơn động	45	38016	0	0	0	0	0	-100	34	7	0	0	0	7	Hạt tinh có ánh tím nhạt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thâm thủy tử tinh	45	38017	0	0	0	0	0	-100	34	8	0	0	0	7	Thủy tinh tím lấy từ vách núi	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngai bích tử tinh	45	38018	0	0	0	0	0	-100	34	9	0	0	0	7	Hạt thủy tinh phát sáng màu tím	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tử tinh lấp láy	45	38019	0	0	0	0	0	-100	34	10	0	0	0	8	Hạt tinh tím lấp lánh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tử tinh phấn	45	38020	0	0	0	0	0	-100	34	1	0	0	0	5	Thủy tinh có hàn khí rất nặng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ưu chất tử tinh	45	38021	0	0	0	0	0	-100	34	11	0	0	0	8	Thủy tinh sau khi mài lấp láy ánh tím	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vân động tử tinh	45	38022	0	0	0	0	0	-100	34	12	0	0	0	8	Tử tinh lấp láy ánh xanh lam	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tử đình tinh	45	38023	0	0	0	0	0	-100	34	13	0	0	0	9	Hạt tinh màu trắng tím	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ðịnh lam tinh hạt	45	38024	0	0	0	0	0	-100	34	14	0	0	0	9	Hạt tinh phát ánh lam tím	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ht.hạt chất kém	46	38025	0	0	0	0	0	-100	35	1	0	0	0	5	Thủy tinh đỏ thường gặp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hồng tinh hạt thô	46	38026	0	0	0	0	0	-100	35	2	0	0	0	5	Thủy tinh đỏ thường thấy trong khóang	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hà ti hồng tinh	46	38027	0	0	0	0	0	-100	35	3	0	0	0	5	Ðược nghinh tụ từ máu của thần lửa	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hồng tinh mài tổn	46	38028	0	0	0	0	0	-100	35	4	0	0	0	6	Thủy tinh có màu đỏ tươi như máu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hồng tinh hạt	46	38029	0	0	0	0	0	-100	35	5	0	0	0	6	Thủy tinh có màu sắc như hỏa diệm	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phấn hồng tinh	46	38030	0	0	0	0	0	-100	35	6	0	0	0	6	Thủy tinh có bề ngòai như than đá đỏ rực	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ðại hồng tinh hạt	46	38031	0	0	0	0	0	-100	35	7	0	0	0	7	Thủy tinh đỏ như hồng hồng liệt hỏa	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quyên hồng tinh	46	38032	0	0	0	0	0	-100	35	8	0	0	0	7	Thủy tinh lấp lánh phát ánh sáng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ðịnh hồng tinh	46	38033	0	0	0	0	0	-100	35	9	0	0	0	7	Thủy tinh đỏ như huyết hạn bửu mã	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Liệt hỏa tinh	46	38034	0	0	0	0	0	-100	35	10	0	0	0	8	Ðược trong khóang động thần bí	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hồng nhãn tinh	46	38035	0	0	0	0	0	-100	35	11	0	0	0	8	Tượng trưng cho dương khí mạnh nhất	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ðỗ hỏa tinh	46	38036	0	0	0	0	0	-100	35	12	0	0	0	8	Thủy tinh đỏ có tên của thần lửa 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Võng Tín Phách	29	38037	0	0	0	0	0	-100	10	26	0	0	0	26	Tinh thạch cực lạnh đông kết mọi thứ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trân châu Ðông Di	29	38038	0	0	0	0	0	-100	10	27	0	0	0	27	Trân châu từ Ðông Phương	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Long thủ tinh phách	29	38039	0	0	0	0	0	-100	10	28	0	0	0	28	Tinh thạch còn sót lại sau khi Long tộc tu luyện được trên Long Thủ Sơn	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Miếng da nhỏ	30	39001	0	0	0	0	0	-100	24	1	0	0	0	1	Miếng da thú nhỏ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da mèo sọc	30	39002	0	0	0	0	0	-100	24	2	0	0	0	2	Da mèo có đường sọc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Móng gà	30	39003	0	0	0	0	0	-100	24	3	0	0	0	3	Móng chảo của gà	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da ó nhỏ	30	39004	0	0	0	0	0	-100	24	4	0	0	0	4	Da lông của con ó nhỏ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Móng ó nhỏ	30	39005	0	0	0	0	0	-100	24	3	0	0	0	3	Mónh của ó sơ sinh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da cá thảo	30	39006	0	0	0	0	0	-100	24	4	0	0	0	4	Da của cá thảo	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da hạc hoang	30	39007	0	0	0	0	0	-100	24	5	0	0	0	5	Da của hạc hoang	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da chim biển	30	39008	0	0	0	0	0	-100	24	5	0	0	0	5	Da của chim biển	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Móng chim biển	30	39009	0	0	0	0	0	-100	24	6	0	0	0	6	Móng của chim biển	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da tuyết điêu	30	39010	0	0	0	0	0	-100	24	4	0	0	0	4	Da lông của tuyết điêu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Móng ó già	30	39011	0	0	0	0	0	-100	24	5	0	0	0	5	Móng của ó trên 5 tuổi	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da dày cứng	30	39012	0	0	0	0	0	-100	24	2	0	0	0	2	Da thô tạo dày và cứng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da sói nát	30	39013	0	0	0	0	0	-100	24	2	0	0	0	2	Miếng da sói nhỏ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da thú nát	30	39014	0	0	0	0	0	-100	24	3	0	0	0	3	Da thú nát	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Móng gà lửa	30	39015	0	0	0	0	0	-100	24	4	0	0	0	4	Móng của gà lửa	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da nai hoang	30	39016	0	0	0	0	0	-100	24	5	0	0	0	5	Da của nai hoang	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da gà duy	30	39017	0	0	0	0	0	-100	24	6	0	0	0	6	Móng của gà duy	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da dày lớn	30	39018	0	0	0	0	0	-100	24	6	0	0	0	6	Da dày và ấm	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tông máo ngựa	30	39019	0	0	0	0	0	-100	24	7	0	0	0	7	Lông trên thân ngựa hoang	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da lông thô	30	39020	0	0	0	0	0	-100	24	7	0	0	0	7	Da lông có lông dày giữ ấm	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da thú	30	39021	0	0	0	0	0	-100	24	8	0	0	0	8	Da lông thú	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Da gấu nhỏ	30	39022	0	0	0	0	0	-100	24	8	0	0	0	8	Da lông của gấu nhỏ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lông cự thú	30	39023	0	0	0	0	0	-100	24	9	0	0	0	9	Lông của quái vật lớn	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lông dê	30	39024	0	0	0	0	0	-100	24	1	0	0	0	1	lông trên thân dê núi	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lông nai	30	39025	0	0	0	0	0	-100	24	2	0	0	0	2	lông trên thân của nai hoang	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải lao rách	31	40001	0	0	0	0	0	-100	25	1	0	0	0	1	Vải rách không ai thèm	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải vá	31	40002	0	0	0	0	0	-100	25	2	0	0	0	2	Vải rách vá của nhà nghèo	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải thô	31	40003	0	0	0	0	0	-100	25	3	0	0	0	3	Các vải thường gặp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải nhuộm	31	40004	0	0	0	0	0	-100	25	4	0	0	0	4	Vải có chất liệu nhẹ mượt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải tơ cẩm	31	40005	0	0	0	0	0	-100	25	5	0	0	0	5	Vải thường dùng để làm áo trong	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải dệt	31	40006	0	0	0	0	0	-100	25	6	0	0	0	6	Vải nhân công chất liệu tốt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải lụa Giang Nam	31	40007	0	0	0	0	0	-100	25	7	0	0	0	7	Vải cao cấp nổi tiếng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải tơ tầm hoang	31	40008	0	0	0	0	0	-100	25	8	0	0	0	8	Vải thượng đẳng dệt từ tơ của tầm hoang	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải cẩm Thục	31	40009	0	0	0	0	0	-100	25	9	0	0	0	9	Dệt từ tơ chỉ nhiều màu,rất sang trọng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải tơ tầm TâyVực	31	40010	0	0	0	0	0	-100	25	10	0	0	0	10	Vải tơ tầm tinh thuần ở Tây Họac	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khăn trải bàn	31	40011	0	0	0	0	0	-100	25	1	0	0	0	1	Vải dùng để phủ lên bàn	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khăn cột	31	40012	0	0	0	0	0	-100	25	1	0	0	0	1	Vải nhiều công dụng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lụa dệt tay	31	40013	0	0	0	0	0	-100	25	2	0	0	0	2	Tơ lụa được dệt bằng tay	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lụa lam thiên	31	40014	0	0	0	0	0	-100	25	3	0	0	0	3	Tơ lụa được đại chúng thích dùng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lụa nhuộm tay	31	40015	0	0	0	0	0	-100	25	1	0	0	0	1	Tơ lụa được nhuộm bằng tay	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lụa tịch dương	31	40016	0	0	0	0	0	-100	25	2	0	0	0	2	Vải lụa với chất liệu+thủ công đều tốt 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khăn tơ ngọc nữ	31	40017	0	0	0	0	0	-100	25	2	0	0	0	2	Khăn mà các thiếu nữ rất thích	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khăn tay	31	40018	0	0	0	0	0	-100	25	3	0	0	0	3	Nghe nói là do hòang thất chuyên dùng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải dệt bảy màu	31	40019	0	0	0	0	0	-100	25	1	0	0	0	1	Vải có màu sắc rực rỡ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải dệt tuấn mã	31	40020	0	0	0	0	0	-100	25	2	0	0	0	2	Vải thượng đẳng có thêu hình7con tuấn mã	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải dệt chín như	31	40021	0	0	0	0	0	-100	25	2	0	0	0	2	Vải cao cấp tốn thời gian dệt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải màu hung nô	31	40022	0	0	0	0	0	-100	25	3	0	0	0	3	Vải dệt tay của phụ nữ hung nô	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải thô cũ kỉ	31	40023	0	0	0	0	0	-100	25	3	0	0	0	3	Vải thô để lâu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải nát	31	40024	0	0	0	0	0	-100	25	1	0	0	0	1	Vải dư sau khi may đồ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải nguyên sắc	31	40025	0	0	0	0	0	-100	25	1	0	0	0	1	Vải nguyên thủy vừa qua nhuộm màu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải nhiều màu	31	40026	0	0	0	0	0	-100	25	2	0	0	0	2	Vải thô được nhuộm nhiều màu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải dệt nữ nhi	31	40027	0	0	0	0	0	-100	25	2	0	0	0	2	Vải con gái trưởng thành phải dệt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Túi vải	31	40028	0	0	0	0	0	-100	25	1	0	0	0	1	Túi vải dùng để đựng đồ đạc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Túi vải thô	31	40029	0	0	0	0	0	-100	25	1	0	0	0	1	Túi làm từ vải thô cứng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải Ninh La	31	40030	0	0	0	0	0	-100	25	11	0	0	0	11	Vải nổi tiếng thôn Ninh La	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải dệt phấn thái	31	40031	0	0	0	0	0	-100	25	12	0	0	0	12	Vải đẹp với màu sắc sặc sỡ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lụa mềm Kinh Sở	31	40032	0	0	0	0	0	-100	25	13	0	0	0	13	Vả mềm mượt ở Kinh Châu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lụa Việt Nữ	31	40033	0	0	0	0	0	-100	25	14	0	0	0	14	Tơ lụa đặc sản của Sơn Việt tộc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải màu chiêu lộ	31	40034	0	0	0	0	0	-100	25	15	0	0	0	15	Vải có vân nước	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải lụa hoan thái 	31	40035	0	0	0	0	0	-100	25	16	0	0	0	16	Vải lụa đặc sắc là màu sắc rất tươi sáng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lụa châu ngọc	31	40036	0	0	0	0	0	-100	25	17	0	0	0	17	Vải được kết trân châu đá quý	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chích nữ miên tú	31	40037	0	0	0	0	0	-100	25	18	0	0	0	18	Vải miên được thiếu nữ dệt công phu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiên tầm tinh sa	31	40038	0	0	0	0	0	-100	25	19	0	0	0	19	Vải lụa tơ của thiên tầm truyền thuyết	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vải rồng ngũ chảo	31	40039	0	0	0	0	0	-100	25	20	0	0	0	20	Vải cao cấp chuyên dành cho hòang thất	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tơ Lụa Hằng Nga	31	40040	0	0	0	0	0	-100	25	17	0	0	0	17	Chất liệu may mặc tốt của Hằng Nga	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Huyễn vải TX	31	40041	0	0	0	0	0	-100	25	21	0	0	0	21	Vải vóc quí chuyên dùng cho hoàng tộc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tơ lụa trân di	31	40042	0	0	0	0	0	-100	25	22	0	0	0	22	Vải lụa quí từ hải ngoại đến TRUNG QUỐC	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cẩm Tú Ba Thục	31	40043	0	0	0	0	0	-100	25	23	0	0	0	23	TỨ XUYÊN sản xuất nhiều vải cao cấp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiên nữ thái sa	31	40044	0	0	0	0	0	-100	25	24	0	0	0	24	Tinh tế tỉ mỉ như dệt từ tay nàng tiên	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tơ Lụa Tứ Xuyên	31	40045	0	0	0	0	0	-100	25	25	0	0	0	25	Vải tơ bóng nhuyễn nổi tiếng ở ÍCH CHÂU	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiên Tàm Lạp	31	40046	0	0	0	0	0	-100	25	26	0	0	0	26	Áo choàng tinh xảo đắt giá của Tây Vực	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nguyệt thị tằm bố	31	40047	0	0	0	0	0	-100	25	27	0	0	0	27	Vải tơ tằm từ Ðại nguyệt thị quốc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Long thủ ngọc cẩm	31	40048	0	0	0	0	0	-100	25	28	0	0	0	28	Tơ chỉ có thể thấy trên Long Thủ sơn	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy tạp	32	41001	0	0	0	0	0	-100	4	1	0	0	0	1	Giấy chất lượng kém	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy cỏ nát	32	41002	0	0	0	0	0	-100	4	2	0	0	0	2	Giấy làm từ cỏ dại	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy da thô	32	41003	0	0	0	0	0	-100	4	3	0	0	0	3	Giấy thô rất nhám khi sờ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy lông thô	32	41004	0	0	0	0	0	-100	4	4	0	0	0	4	Giấy chất mịn thấu quang tốt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy bùa vàng	32	41005	0	0	0	0	0	-100	4	5	0	0	0	5	Giấy vàng dùng làm bùa	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy da bò	32	41006	0	0	0	0	0	-100	4	6	0	0	0	6	Ðược làm từ da bò	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy da dê	32	41007	0	0	0	0	0	-100	4	7	0	0	0	7	Giấy da thượng đẳng làm từ da dê	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy thanh	32	41008	0	0	0	0	0	-100	4	8	0	0	0	8	Giấy màu được nhuộm màu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy tuyên	32	41009	0	0	0	0	0	-100	4	9	0	0	0	9	Giấy được các văn nhân nhã sĩ ưa chuộng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy thái luân	32	41010	0	0	0	0	0	-100	4	10	0	0	0	10	Lọai giấy đặc biệt Thái Luân phát minh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy vô danh	32	41011	0	0	0	0	0	-100	4	1	0	0	0	1	Giấy phổ biến dân gian	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy.cuốn thương ban	32	41012	0	0	0	0	0	-100	4	1	0	0	0	1	Có vẽ là giấy đến từ vực ngọai	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tàn trang KV	32	41013	0	0	0	0	0	-100	4	2	0	0	0	2	Trang giấy của quân khăn vàng để lại	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thái phi tàn cuốn	32	41014	0	0	0	0	0	-100	4	2	0	0	0	2	Giấy dùng trong hoàng cung	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy sâm dược	32	41015	0	0	0	0	0	-100	4	3	0	0	0	3	Lọai giấy rất hiếm thấy	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cuốn giấy nát	32	41016	0	0	0	0	0	-100	4	1	0	0	0	1	Giấy kém chất lượng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy vô danh	32	41017	0	0	0	0	0	-100	4	2	0	0	0	2	Thư quyển làm từ cỏ dại	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy sách rách	32	41018	0	0	0	0	0	-100	4	3	0	0	0	3	Sách thô tàn nát	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy sách bìa vàng	32	41019	0	0	0	0	0	-100	4	1	0	0	0	1	Sách thô có bìa ngả vàng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tàn trúc quyển	32	41020	0	0	0	0	0	-100	4	2	0	0	0	2	Trúc quyển tàn nát	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trúc quyển chất kém	32	41021	0	0	0	0	0	-100	4	3	0	0	0	3	Trúc quyển có chất lượng rất kém	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Quyển giấy bìa cứng	32	41022	0	0	0	0	0	-100	4	4	0	0	0	4	Quyển giấy làm từ da thú	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trúc quyển	32	41023	0	0	0	0	0	-100	4	5	0	0	0	5	Trúc quyển thường dùng của dân	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy vàng	32	41024	0	0	0	0	0	-100	4	4	0	0	0	4	Giấy ngả vàng dùng để viết nháp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD trúc quyển	32	41025	0	0	0	0	0	-100	4	5	0	0	0	5	Cuốn sách ghi lại các lọai thuốc bắc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy tuyên nhỏ	32	41026	0	0	0	0	0	-100	4	11	0	0	0	11	Giấy thích hợp vềt bút lông	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy Trung Bình	32	41027	0	0	0	0	0	-100	4	12	0	0	0	12	Lọai giấy thịnh hành giữa đời Trung Bình	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy Giang Ðông	32	41028	0	0	0	0	0	-100	4	13	0	0	0	13	Giấy sản xuất ở Giang Ðông	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy Thiên Trúc	32	41029	0	0	0	0	0	-100	4	14	0	0	0	14	Giấy làm từ nguyên liệu thiên trúc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Giấy An Phong	32	41030	0	0	0	0	0	-100	4	15	0	0	0	15	Lọai giấy dày và nặng	0	0	0	0	0	0	0	0	0	0	0	0	0	0
